TEMP,TSUSC,CSUSC,NSUSC,BULKS,FERRT,FERRB,TIME,NONAME
30.8,-3.5,0,0,0,0,0,0,0
32.4,-3.7,0,0,0,0,0,26,0
38.3,-3.7,0,0,0,0,0,48,0
45.9,-3.6,0,0,0,0,0,70,0
53.1,-3.5,0,0,0,0,0,92,0
60.2,-3.3,0,0,0,0,0,114,0/1200
66.2,-3.3,0,0,0,0,0,137,0
71.9,-3.3,0,0,0,0,0,159,0
77.7,-3.1,0,0,0,0,0,181,0
82.6,-3.1,0,0,0,0,0,203,0
87.1,-3,0,0,0,0,0,225,0
91.6,-2.9,0,0,0,0,0,248,0
96,-2.8,0,0,0,0,0,270,0
100.8,-2.8,0,0,0,0,0,292,0
105,-2.8,0,0,0,0,0,314,0
109.2,-2.6,0,0,0,0,0,336,0
113.2,-2.7,0,0,0,0,0,359,0
117.7,-2.5,0,0,0,0,0,381,0
122.2,-2.6,0,0,0,0,0,403,0
126.7,-2.4,0,0,0,0,0,425,
130.5,-2.5,0,0,0,0,0,447,
134.7,-2.4,0,0,0,0,0,469,
139.3,-2.3,0,0,0,0,0,492,0
144.3,-2.3,0,0,0,0,0,514,0
148.1,-2.2,0,0,0,0,0,536,0
152.4,-2.2,0,0,0,0,0,558,0
156.9,-2.2,0,0,0,0,0,581,0
161.5,-2.1,0,0,0,0,0,603,0
165.8,-2.1,0,0,0,0,0,625,0
170.9,-2.1,0,0,0,0,0,648,0
174.2,-2.1,0,0,0,0,0,670,0
179.3,-2.1,0,0,0,0,0,692,0
184.2,-2.1,0,0,0,0,0,715,0
189,-2,0,0,0,0,0,737,0
192.3,-2,0,0,0,0,0,759,0
197.7,-1.9,0,0,0,0,0,781,0
202.6,-1.9,0,0,0,0,0,804,0
207,-1.7,0,0,0,0,0,826,0
211.9,-1.6,0,0,0,0,0,848,0
216.5,-1.5,0,0,0,0,0,870,0
220.6,-1.4,0,0,0,0,0,893,0
225,-1.2,0,0,0,0,0,915,0
230.5,-1,0,0,0,0,0,937,0
235.5,-0.9,0,0,0,0,0,959,0
239.6,-0.6,0,0,0,0,0,982,0
244.5,-0.4,0,0,0,0,0,1004,0
249.2,-0.2,0,0,0,0,0,1026,0
253.9,0,0,0,0,0,0,1048,
