TEMP,TSUSC,CSUSC,NSUSC,BULKS,FERRT,FERRB,TIME,NONAME
30.1,-175.8,-175.8,1.05,0,0,0,0,0
31.6,-175.8,-175.8,1.05,0,0,0,25,0
38.1,-175.8,-175.8,1.05,0,0,0,48,0
45.6,-175.8,-175.8,1.05,0,0,0,70,0
52.9,-175.9,-175.9,1.05,0,0,0,92,2
59.6,-175.9,-175.9,1.05,0,0,0,114,0/1200
65.9,-176,-176,1.051,0,0,0,136,0
71.6,-176.1,-176.1,1.051,0,0,0,158,0
76.9,-176.2,-176.2,1.052,0,0,0,180,0
81.9,-176.1,-176.1,1.051,0,0,0,203,0
86.6,-176.1,-176.1,1.051,0,0,0,225,0
90.5,-176.1,-176.1,1.051,0,0,0,247,0
95.8,-176.2,-176.2,1.052,0,0,0,269,0
99.7,-176.1,-176.1,1.051,0,0,0,292,0
104.5,-176.2,-176.2,1.052,0,0,0,314,0
108.5,-176.2,-176.2,1.052,0,0,0,336,0
112.7,-176.2,-176.2,1.052,0,0,0,358,0
117.2,-176.3,-176.3,1.053,0,0,0,380,0
122,-176.3,-176.3,1.053,0,0,0,403,0
125.7,-176.4,-176.4,1.053,0,0,0,425,
130.2,-176.3,-176.3,1.053,0,0,0,447,
134.5,-176.4,-176.4,1.053,0,0,0,470,
138.7,-176.4,-176.4,1.053,0,0,0,492,-3.185
143.3,-176.4,-176.4,1.053,0,0,0,514,-5.29
147.6,-176.4,-176.4,1.053,0,0,0,536,-3
151.8,-176.4,-176.4,1.053,0,0,0,558,1
156.1,-176.4,-176.4,1.053,0,0,0,581,40
160.7,-176.4,-176.4,1.053,0,0,0,603,446
165.3,-176.5,-176.5,1.054,0,0,0,625,0
169.6,-176.5,-176.5,1.054,0,0,0,647,0
174.4,-176.5,-176.5,1.054,0,0,0,670,0
178.5,-176.5,-176.5,1.054,0,0,0,692,0
183.1,-176.5,-176.5,1.054,0,0,0,714,0
187.7,-176.5,-176.5,1.054,0,0,0,736,0
192.3,-176.6,-176.6,1.054,0,0,0,758,0
196.9,-176.6,-176.6,1.054,0,0,0,781,0
201.5,-176.6,-176.6,1.054,0,0,0,803,0
206.2,-176.6,-176.6,1.054,0,0,0,825,0
210.8,-176.5,-176.5,1.054,0,0,0,847,0
215.2,-176.6,-176.6,1.054,0,0,0,869,0
219.8,-176.6,-176.6,1.054,0,0,0,892,0
224.5,-176.6,-176.6,1.054,0,0,0,914,0
229.4,-176.6,-176.6,1.054,0,0,0,936,0
234.6,-176.7,-176.7,1.055,0,0,0,959,0
239.3,-176.7,-176.7,1.055,0,0,0,981,0
243.2,-176.6,-176.6,1.054,0,0,0,1003,0
247.9,-176.7,-176.7,1.055,0,0,0,1025,0
252.8,-176.7,-176.7,1.055,0,0,0,1048,
257.5,-176.7,-176.7,1.055,0,0,0,1070,
262.3,-176.7,-176.7,1.055,0,0,0,1092,
267,-176.7,-176.7,1.055,0,0,0,1115,
271.7,-176.7,-176.7,1.055,0,0,0,1137,
276.2,-176.7,-176.7,1.055,0,0,0,1159,
280.9,-176.7,-176.7,1.055,0,0,0,1182,
285.4,-176.7,-176.7,1.055,0,0,0,1204,
290.1,-176.7,-176.7,1.055,0,0,0,1226,
294.1,-176.6,-176.6,1.054,0,0,0,1248,
299.1,-176.7,-176.7,1.055,0,0,0,1271,
303.9,-176.7,-176.7,1.055,0,0,0,1293,
308.7,-176.7,-176.7,1.055,0,0,0,1315,
313.2,-176.7,-176.7,1.055,0,0,0,1338,
318.3,-176.7,-176.7,1.055,0,0,0,1360,
322.8,-176.7,-176.7,1.055,0,0,0,1382,
327.6,-176.7,-176.7,1.055,0,0,0,1405,
332.7,-176.6,-176.6,1.054,0,0,0,1427,
337,-176.7,-176.7,1.055,0,0,0,1449,
342.4,-176.7,-176.7,1.055,0,0,0,1471,
346.9,-176.7,-176.7,1.055,0,0,0,1494,
351.8,-176.7,-176.7,1.055,0,0,0,1516,
356.7,-176.7,-176.7,1.055,0,0,0,1538,
361.5,-176.8,-176.8,1.056,0,0,0,1561,
366.1,-176.7,-176.7,1.055,0,0,0,1583,
371,-176.7,-176.7,1.055,0,0,0,1605,
375.6,-176.7,-176.7,1.055,0,0,0,1628,
380.8,-176.7,-176.7,1.055,0,0,0,1650,
384.5,-176.7,-176.7,1.055,0,0,0,1672,
390.3,-176.7,-176.7,1.055,0,0,0,1695,
395,-176.7,-176.7,1.055,0,0,0,1717,
399.6,-176.7,-176.7,1.055,0,0,0,1739,
404.5,-176.7,-176.7,1.055,0,0,0,1762,
409.2,-176.8,-176.8,1.056,0,0,0,1784,
413.9,-176.8,-176.8,1.056,0,0,0,1806,
418.8,-176.8,-176.8,1.056,0,0,0,1829,
421.5,-176.8,-176.8,1.056,0,0,0,1851,
427.3,-176.8,-176.8,1.056,0,0,0,1873,
431.7,-176.9,-176.9,1.056,0,0,0,1896,
436.7,-176.9,-176.9,1.056,0,0,0,1918,
440.5,-176.9,-176.9,1.056,0,0,0,1940,
444.7,-176.9,-176.9,1.056,0,0,0,1962,
449.7,-176.9,-176.9,1.056,0,0,0,1985,
453.5,-176.8,-176.8,1.056,0,0,0,2007,
456.8,-176.6,-176.6,1.054,0,0,0,2029,
461.2,-176.6,-176.6,1.054,0,0,0,2052,
466,-176.7,-176.7,1.055,0,0,0,2074,
470.1,-176.5,-176.5,1.054,0,0,0,2096,
475.8,-176.4,-176.4,1.053,0,0,0,2119,
480.8,-176.3,-176.3,1.053,0,0,0,2141,
485.9,-176.1,-176.1,1.051,0,0,0,2163,
490.7,-176,-176,1.051,0,0,0,2185,
494.9,-175.9,-175.9,1.05,0,0,0,2208,
500.9,-175.9,-175.9,1.05,0,0,0,2230,
506,-175.7,-175.7,1.049,0,0,0,2253,
510.6,-175.7,-175.7,1.049,0,0,0,2275,
514.8,-175.8,-175.8,1.05,0,0,0,2297,
520.5,-175.7,-175.7,1.049,0,0,0,2320,
