Field,Moment,FieldParasub,MomentParasub
4.75E-01,2.20E-06,4.75E-01,-6.64E-09
4.78E-01,2.22E-06,4.78E-01,-8.03E-10
4.81E-01,2.22E-06,4.81E-01,-9.28E-09
4.84E-01,2.24E-06,4.84E-01,-8.03E-09
4.87E-01,2.25E-06,4.87E-01,-1.23E-08
4.90E-01,2.27E-06,4.90E-01,-2.15E-09
4.93E-01,2.27E-06,4.93E-01,-1.29E-08
4.96E-01,2.30E-06,4.96E-01,3.35E-09
4.99E-01,2.31E-06,4.99E-01,-3.24E-09
5.01E-01,2.31E-06,5.01E-01,-1.07E-08
,,,
5.01E-01,2.31E-06,5.01E-01,-1.02E-08
4.98E-01,2.30E-06,4.98E-01,-6.68E-09
4.95E-01,2.29E-06,4.95E-01,-7.28E-09
4.92E-01,2.28E-06,4.92E-01,-6.02E-09
4.89E-01,2.26E-06,4.89E-01,-5.72E-09
4.86E-01,2.25E-06,4.86E-01,-4.85E-09
4.83E-01,2.24E-06,4.83E-01,-5.03E-09
4.80E-01,2.22E-06,4.80E-01,-3.65E-09
4.77E-01,2.21E-06,4.77E-01,-4.29E-09
4.74E-01,2.19E-06,4.74E-01,-4.33E-09
4.71E-01,2.18E-06,4.71E-01,-2.85E-09
4.68E-01,2.17E-06,4.68E-01,-4.48E-09
4.65E-01,2.15E-06,4.65E-01,-3.56E-09
4.62E-01,2.14E-06,4.62E-01,-7.65E-09
4.59E-01,2.12E-06,4.59E-01,-4.23E-09
4.56E-01,2.11E-06,4.56E-01,-4.19E-09
4.53E-01,2.10E-06,4.53E-01,-4.73E-09
4.50E-01,2.08E-06,4.50E-01,-6.78E-09
4.47E-01,2.07E-06,4.47E-01,-3.98E-09
4.44E-01,2.05E-06,4.44E-01,-5.01E-09
4.41E-01,2.04E-06,4.41E-01,-5.56E-09
4.38E-01,2.03E-06,4.38E-01,-4.15E-09
4.35E-01,2.01E-06,4.35E-01,-6.51E-09
4.32E-01,2.00E-06,4.32E-01,-5.07E-09
4.29E-01,1.98E-06,4.29E-01,-5.43E-09
4.26E-01,1.97E-06,4.26E-01,-4.34E-09
4.23E-01,1.96E-06,4.23E-01,-5.33E-09
4.20E-01,1.94E-06,4.20E-01,-6.82E-09
4.17E-01,1.93E-06,4.17E-01,-6.80E-09
4.14E-01,1.91E-06,4.14E-01,-9.02E-09
4.11E-01,1.90E-06,4.11E-01,-6.28E-09
4.08E-01,1.89E-06,4.08E-01,-4.60E-09
4.04E-01,1.87E-06,4.04E-01,-5.05E-09
4.01E-01,1.86E-06,4.01E-01,-4.92E-09
3.98E-01,1.84E-06,3.98E-01,-6.61E-09
3.95E-01,1.83E-06,3.95E-01,-7.06E-09
3.92E-01,1.82E-06,3.92E-01,-4.61E-09
3.89E-01,1.80E-06,3.89E-01,-6.87E-09
3.86E-01,1.79E-06,3.86E-01,-5.51E-09
3.83E-01,1.77E-06,3.83E-01,-5.25E-09
3.80E-01,1.76E-06,3.80E-01,-5.04E-09
3.77E-01,1.75E-06,3.77E-01,-3.56E-09
3.74E-01,1.73E-06,3.74E-01,-6.36E-09
3.71E-01,1.72E-06,3.71E-01,-6.33E-09
3.68E-01,1.70E-06,3.68E-01,-6.43E-09
3.65E-01,1.69E-06,3.65E-01,-6.55E-09
3.62E-01,1.67E-06,3.62E-01,-7.47E-09
3.59E-01,1.66E-06,3.59E-01,-5.11E-09
3.56E-01,1.65E-06,3.56E-01,-7.30E-09
3.53E-01,1.63E-06,3.53E-01,-6.59E-09
3.50E-01,1.62E-06,3.50E-01,-7.19E-09
3.47E-01,1.61E-06,3.47E-01,-6.99E-09
3.44E-01,1.59E-06,3.44E-01,-6.05E-09
3.41E-01,1.57E-06,3.41E-01,-1.05E-08
3.38E-01,1.56E-06,3.38E-01,-6.39E-09
3.35E-01,1.55E-06,3.35E-01,-8.62E-09
3.32E-01,1.54E-06,3.32E-01,-5.39E-09
3.29E-01,1.52E-06,3.29E-01,-5.73E-09
3.26E-01,1.51E-06,3.26E-01,-9.69E-09
3.23E-01,1.49E-06,3.23E-01,-1.44E-08
3.20E-01,1.48E-06,3.20E-01,-7.50E-09
3.17E-01,1.46E-06,3.17E-01,-9.22E-09
3.14E-01,1.45E-06,3.14E-01,-1.04E-08
3.11E-01,1.44E-06,3.11E-01,-3.99E-09
3.08E-01,1.42E-06,3.08E-01,-1.10E-08
3.05E-01,1.41E-06,3.05E-01,-1.25E-08
3.02E-01,1.39E-06,3.02E-01,-8.94E-09
2.99E-01,1.38E-06,2.99E-01,-1.02E-08
2.96E-01,1.37E-06,2.96E-01,-3.56E-09
2.93E-01,1.35E-06,2.93E-01,-1.40E-08
2.90E-01,1.34E-06,2.90E-01,-7.22E-09
2.87E-01,1.32E-06,2.87E-01,-1.22E-08
2.84E-01,1.31E-06,2.84E-01,-1.33E-08
2.81E-01,1.30E-06,2.81E-01,-9.33E-09
2.78E-01,1.28E-06,2.78E-01,-1.13E-08
2.75E-01,1.27E-06,2.75E-01,-7.41E-09
2.72E-01,1.25E-06,2.72E-01,-9.28E-09
2.69E-01,1.24E-06,2.69E-01,-1.52E-08
2.66E-01,1.23E-06,2.66E-01,-7.78E-09
2.63E-01,1.20E-06,2.63E-01,-1.74E-08
2.60E-01,1.20E-06,2.60E-01,-1.17E-08
2.57E-01,1.18E-06,2.57E-01,-1.23E-08
2.54E-01,1.16E-06,2.54E-01,-1.57E-08
2.51E-01,1.16E-06,2.51E-01,-9.36E-09
2.48E-01,1.14E-06,2.48E-01,-1.36E-08
2.45E-01,1.13E-06,2.45E-01,-1.17E-08
2.42E-01,1.11E-06,2.42E-01,-1.16E-08
2.39E-01,1.09E-06,2.39E-01,-1.84E-08
2.36E-01,1.09E-06,2.36E-01,-9.92E-09
2.33E-01,1.07E-06,2.33E-01,-1.62E-08
2.30E-01,1.05E-06,2.30E-01,-1.71E-08
2.27E-01,1.04E-06,2.27E-01,-1.84E-08
2.24E-01,1.03E-06,2.24E-01,-1.22E-08
2.21E-01,1.01E-06,2.21E-01,-1.94E-08
2.18E-01,9.97E-07,2.18E-01,-1.59E-08
2.15E-01,9.78E-07,2.15E-01,-2.14E-08
2.12E-01,9.67E-07,2.12E-01,-1.89E-08
2.09E-01,9.54E-07,2.09E-01,-1.72E-08
2.06E-01,9.52E-07,2.06E-01,-5.51E-09
2.03E-01,9.32E-07,2.03E-01,-1.09E-08
2.00E-01,9.20E-07,2.00E-01,-9.05E-09
1.97E-01,8.89E-07,1.97E-01,-2.67E-08
1.94E-01,8.82E-07,1.94E-01,-1.94E-08
1.91E-01,8.61E-07,1.91E-01,-2.64E-08
1.88E-01,8.42E-07,1.88E-01,-3.13E-08
1.85E-01,8.49E-07,1.85E-01,-1.02E-08
1.82E-01,8.18E-07,1.82E-01,-2.72E-08
1.79E-01,8.18E-07,1.79E-01,-1.36E-08
1.76E-01,8.00E-07,1.76E-01,-1.74E-08
1.73E-01,7.83E-07,1.73E-01,-2.03E-08
1.70E-01,7.67E-07,1.70E-01,-2.30E-08
1.67E-01,7.58E-07,1.67E-01,-1.84E-08
1.64E-01,7.40E-07,1.64E-01,-2.20E-08
1.61E-01,7.23E-07,1.61E-01,-2.56E-08
1.58E-01,7.17E-07,1.58E-01,-1.68E-08
1.55E-01,6.92E-07,1.55E-01,-2.82E-08
1.52E-01,6.87E-07,1.52E-01,-1.90E-08
1.49E-01,6.68E-07,1.49E-01,-2.39E-08
1.46E-01,6.43E-07,1.46E-01,-3.50E-08
1.43E-01,6.29E-07,1.43E-01,-3.58E-08
1.40E-01,6.23E-07,1.40E-01,-2.79E-08
1.37E-01,6.10E-07,1.37E-01,-2.66E-08
1.34E-01,6.05E-07,1.34E-01,-1.75E-08
1.31E-01,5.83E-07,1.31E-01,-2.61E-08
1.28E-01,5.65E-07,1.28E-01,-3.02E-08
1.25E-01,5.54E-07,1.25E-01,-2.68E-08
1.22E-01,5.35E-07,1.22E-01,-3.14E-08
1.19E-01,5.28E-07,1.19E-01,-2.53E-08
1.16E-01,4.89E-07,1.16E-01,-4.97E-08
1.13E-01,4.96E-07,1.13E-01,-2.87E-08
1.10E-01,4.71E-07,1.10E-01,-3.98E-08
1.07E-01,4.77E-07,1.07E-01,-2.00E-08
1.04E-01,4.62E-07,1.04E-01,-2.18E-08
1.01E-01,4.39E-07,1.01E-01,-3.03E-08
9.81E-02,4.16E-07,9.81E-02,-3.89E-08
9.51E-02,4.12E-07,9.51E-02,-2.93E-08
9.21E-02,3.98E-07,9.21E-02,-2.93E-08
8.91E-02,3.89E-07,8.91E-02,-2.45E-08
8.61E-02,3.57E-07,8.61E-02,-4.25E-08
8.31E-02,3.39E-07,8.31E-02,-4.68E-08
8.01E-02,3.38E-07,8.01E-02,-3.35E-08
7.71E-02,3.11E-07,7.71E-02,-4.70E-08
7.41E-02,3.05E-07,7.41E-02,-3.90E-08
7.11E-02,2.86E-07,7.11E-02,-4.38E-08
6.81E-02,2.91E-07,6.81E-02,-2.51E-08
6.51E-02,2.78E-07,6.51E-02,-2.45E-08
6.20E-02,2.49E-07,6.20E-02,-3.86E-08
5.90E-02,2.55E-07,5.90E-02,-1.89E-08
5.60E-02,2.04E-07,5.60E-02,-5.66E-08
5.31E-02,2.04E-07,5.31E-02,-4.23E-08
5.00E-02,1.95E-07,5.00E-02,-3.70E-08
4.70E-02,1.60E-07,4.70E-02,-5.88E-08
4.40E-02,1.58E-07,4.40E-02,-4.63E-08
4.10E-02,1.59E-07,4.10E-02,-3.13E-08
3.80E-02,1.51E-07,3.80E-02,-2.57E-08
3.50E-02,1.07E-07,3.50E-02,-5.57E-08
3.20E-02,9.53E-08,3.20E-02,-5.33E-08
2.90E-02,1.05E-07,2.90E-02,-3.01E-08
2.60E-02,8.49E-08,2.60E-02,-3.59E-08
2.30E-02,6.80E-08,2.30E-02,-3.89E-08
2.00E-02,3.22E-08,2.00E-02,-6.07E-08
1.70E-02,2.18E-08,1.70E-02,-5.71E-08
1.40E-02,1.38E-08,1.40E-02,-5.13E-08
1.10E-02,-4.73E-09,1.10E-02,-5.59E-08
8.03E-03,-2.04E-08,8.03E-03,-5.76E-08
5.03E-03,-1.44E-08,5.03E-03,-3.77E-08
2.03E-03,-4.47E-08,2.03E-03,-5.41E-08
-1.06E-03,-4.88E-08,-1.06E-03,-4.38E-08
-4.07E-03,-7.28E-08,-4.07E-03,-5.39E-08
-7.07E-03,-8.63E-08,-7.07E-03,-5.34E-08
-1.01E-02,-8.41E-08,-1.01E-02,-3.74E-08
-1.31E-02,-1.09E-07,-1.31E-02,-4.86E-08
-1.61E-02,-1.27E-07,-1.61E-02,-5.28E-08
-1.91E-02,-1.55E-07,-1.91E-02,-6.69E-08
-2.21E-02,-1.65E-07,-2.21E-02,-6.24E-08
-2.51E-02,-1.78E-07,-2.51E-02,-6.14E-08
-2.81E-02,-1.98E-07,-2.81E-02,-6.76E-08
-3.11E-02,-2.04E-07,-3.11E-02,-5.93E-08
-3.41E-02,-2.00E-07,-3.41E-02,-4.12E-08
-3.71E-02,-2.32E-07,-3.71E-02,-5.97E-08
-4.01E-02,-2.35E-07,-4.01E-02,-4.93E-08
-4.31E-02,-2.68E-07,-4.31E-02,-6.81E-08
-4.61E-02,-2.80E-07,-4.61E-02,-6.64E-08
-4.91E-02,-2.71E-07,-4.91E-02,-4.33E-08
-5.21E-02,-3.13E-07,-5.21E-02,-7.16E-08
-5.51E-02,-3.16E-07,-5.51E-02,-5.97E-08
-5.81E-02,-3.33E-07,-5.81E-02,-6.30E-08
-6.11E-02,-3.65E-07,-6.11E-02,-8.17E-08
-6.41E-02,-3.70E-07,-6.41E-02,-7.26E-08
-6.71E-02,-3.79E-07,-6.71E-02,-6.72E-08
-7.01E-02,-3.94E-07,-7.01E-02,-6.79E-08
-7.31E-02,-4.12E-07,-7.31E-02,-7.22E-08
-7.61E-02,-4.31E-07,-7.61E-02,-7.75E-08
-7.92E-02,-4.30E-07,-7.92E-02,-6.22E-08
-8.22E-02,-4.35E-07,-8.22E-02,-5.41E-08
-8.52E-02,-4.53E-07,-8.52E-02,-5.82E-08
-8.81E-02,-4.97E-07,-8.81E-02,-8.76E-08
-9.12E-02,-5.08E-07,-9.12E-02,-8.47E-08
-9.42E-02,-5.11E-07,-9.42E-02,-7.39E-08
-9.72E-02,-5.20E-07,-9.72E-02,-6.95E-08
-1.00E-01,-5.34E-07,-1.00E-01,-6.96E-08
-1.03E-01,-5.42E-07,-1.03E-01,-6.33E-08
-1.06E-01,-5.71E-07,-1.06E-01,-7.80E-08
-1.09E-01,-5.81E-07,-1.09E-01,-7.46E-08
-1.12E-01,-5.99E-07,-1.12E-01,-7.79E-08
-1.15E-01,-6.12E-07,-1.15E-01,-7.70E-08
-1.18E-01,-6.29E-07,-1.18E-01,-8.08E-08
-1.21E-01,-6.30E-07,-1.21E-01,-6.70E-08
-1.24E-01,-6.47E-07,-1.24E-01,-7.09E-08
-1.27E-01,-6.71E-07,-1.27E-01,-8.02E-08
-1.30E-01,-6.80E-07,-1.30E-01,-7.60E-08
-1.33E-01,-6.93E-07,-1.33E-01,-7.50E-08
-1.36E-01,-7.19E-07,-1.36E-01,-8.67E-08
-1.39E-01,-7.24E-07,-1.39E-01,-7.76E-08
-1.42E-01,-7.49E-07,-1.42E-01,-8.88E-08
-1.45E-01,-7.57E-07,-1.45E-01,-8.25E-08
-1.48E-01,-7.60E-07,-1.48E-01,-7.16E-08
-1.51E-01,-7.86E-07,-1.51E-01,-8.43E-08
-1.54E-01,-7.97E-07,-1.54E-01,-8.15E-08
-1.57E-01,-8.15E-07,-1.57E-01,-8.54E-08
-1.60E-01,-8.23E-07,-1.60E-01,-7.89E-08
-1.63E-01,-8.41E-07,-1.63E-01,-8.36E-08
-1.66E-01,-8.51E-07,-1.66E-01,-7.89E-08
-1.69E-01,-8.73E-07,-1.69E-01,-8.72E-08
-1.72E-01,-8.83E-07,-1.72E-01,-8.34E-08
-1.75E-01,-8.96E-07,-1.75E-01,-8.29E-08
-1.78E-01,-9.14E-07,-1.78E-01,-8.66E-08
-1.81E-01,-9.26E-07,-1.81E-01,-8.47E-08
-1.84E-01,-9.29E-07,-1.84E-01,-7.35E-08
-1.87E-01,-9.46E-07,-1.87E-01,-7.69E-08
-1.90E-01,-9.55E-07,-1.90E-01,-7.17E-08
-1.93E-01,-9.78E-07,-1.93E-01,-8.12E-08
-1.96E-01,-9.91E-07,-1.96E-01,-7.98E-08
-1.99E-01,-1.01E-06,-1.99E-01,-8.32E-08
-2.02E-01,-1.02E-06,-2.02E-01,-7.92E-08
-2.05E-01,-1.04E-06,-2.05E-01,-8.49E-08
-2.08E-01,-1.04E-06,-2.08E-01,-7.17E-08
-2.11E-01,-1.06E-06,-2.11E-01,-8.11E-08
-2.14E-01,-1.08E-06,-2.14E-01,-8.72E-08
-2.17E-01,-1.09E-06,-2.17E-01,-8.12E-08
-2.20E-01,-1.11E-06,-2.20E-01,-8.84E-08
-2.23E-01,-1.13E-06,-2.23E-01,-9.16E-08
-2.26E-01,-1.14E-06,-2.26E-01,-8.54E-08
-2.29E-01,-1.15E-06,-2.29E-01,-8.25E-08
-2.32E-01,-1.18E-06,-2.32E-01,-1.00E-07
-2.35E-01,-1.18E-06,-2.35E-01,-8.35E-08
-2.38E-01,-1.19E-06,-2.38E-01,-8.79E-08
-2.41E-01,-1.20E-06,-2.41E-01,-8.01E-08
-2.44E-01,-1.22E-06,-2.44E-01,-8.44E-08
-2.47E-01,-1.24E-06,-2.47E-01,-8.95E-08
-2.50E-01,-1.24E-06,-2.50E-01,-7.87E-08
-2.53E-01,-1.26E-06,-2.53E-01,-8.87E-08
-2.56E-01,-1.27E-06,-2.56E-01,-8.39E-08
-2.59E-01,-1.29E-06,-2.59E-01,-8.72E-08
-2.62E-01,-1.30E-06,-2.62E-01,-8.49E-08
-2.65E-01,-1.32E-06,-2.65E-01,-8.74E-08
-2.68E-01,-1.33E-06,-2.68E-01,-8.73E-08
-2.71E-01,-1.35E-06,-2.71E-01,-8.65E-08
-2.74E-01,-1.37E-06,-2.74E-01,-9.16E-08
-2.77E-01,-1.38E-06,-2.77E-01,-9.29E-08
-2.80E-01,-1.39E-06,-2.80E-01,-8.57E-08
-2.83E-01,-1.40E-06,-2.83E-01,-8.73E-08
-2.86E-01,-1.43E-06,-2.86E-01,-9.79E-08
-2.89E-01,-1.43E-06,-2.89E-01,-8.99E-08
-2.92E-01,-1.44E-06,-2.92E-01,-8.70E-08
-2.95E-01,-1.47E-06,-2.95E-01,-9.37E-08
-2.98E-01,-1.47E-06,-2.98E-01,-8.88E-08
-3.01E-01,-1.50E-06,-3.01E-01,-1.01E-07
-3.04E-01,-1.51E-06,-3.04E-01,-9.71E-08
-3.07E-01,-1.52E-06,-3.07E-01,-8.89E-08
-3.10E-01,-1.53E-06,-3.10E-01,-9.05E-08
-3.13E-01,-1.55E-06,-3.13E-01,-9.93E-08
-3.16E-01,-1.56E-06,-3.16E-01,-8.82E-08
-3.19E-01,-1.58E-06,-3.19E-01,-9.33E-08
-3.22E-01,-1.59E-06,-3.22E-01,-9.66E-08
-3.25E-01,-1.60E-06,-3.25E-01,-9.41E-08
-3.28E-01,-1.61E-06,-3.28E-01,-8.93E-08
-3.31E-01,-1.64E-06,-3.31E-01,-9.65E-08
-3.35E-01,-1.65E-06,-3.35E-01,-9.30E-08
-3.38E-01,-1.66E-06,-3.38E-01,-9.15E-08
-3.41E-01,-1.68E-06,-3.41E-01,-9.58E-08
-3.44E-01,-1.68E-06,-3.44E-01,-8.35E-08
-3.47E-01,-1.70E-06,-3.47E-01,-9.14E-08
-3.50E-01,-1.73E-06,-3.50E-01,-1.03E-07
-3.53E-01,-1.73E-06,-3.53E-01,-8.97E-08
-3.55E-01,-1.74E-06,-3.55E-01,-9.22E-08
-3.58E-01,-1.76E-06,-3.58E-01,-9.67E-08
-3.62E-01,-1.77E-06,-3.62E-01,-9.29E-08
-3.65E-01,-1.79E-06,-3.65E-01,-9.65E-08
-3.68E-01,-1.80E-06,-3.68E-01,-9.89E-08
-3.71E-01,-1.82E-06,-3.71E-01,-9.94E-08
-3.74E-01,-1.82E-06,-3.74E-01,-8.42E-08
-3.77E-01,-1.84E-06,-3.77E-01,-9.13E-08
-3.80E-01,-1.85E-06,-3.80E-01,-9.21E-08
-3.83E-01,-1.86E-06,-3.83E-01,-8.13E-08
-3.86E-01,-1.89E-06,-3.86E-01,-1.02E-07
-3.89E-01,-1.89E-06,-3.89E-01,-8.94E-08
-3.92E-01,-1.91E-06,-3.92E-01,-9.33E-08
-3.95E-01,-1.93E-06,-3.95E-01,-9.79E-08
