Field,Moment,MomentParasub
999.5112,0.318206811,0.287363184
997.0443,0.318647562,0.28788006
993.8728,0.318441723,0.287772089
990.8425,0.318282076,0.287705954
987.8564,0.318093863,0.287609888
984.8552,0.3181045,0.287713138
981.8426,0.317985879,0.287687482
978.8581,0.317838186,0.287631886
975.8687,0.317748739,0.287634689
972.8848,0.31767469,0.287652719
969.8783,0.317579367,0.287650173
966.8558,0.317481716,0.287645792
963.8586,0.317403412,0.287659978
960.8741,0.317321968,0.287670631
957.8841,0.317242347,0.287683278
954.8925,0.317095768,0.287629016
951.8631,0.317095059,0.28772179
948.871,0.316920622,0.287639686
945.8825,0.316748111,0.287559396
942.8927,0.316683989,0.287587535
939.9042,0.316550882,0.28754665
936.9211,0.316456371,0.287544193
933.9333,0.316399643,0.287579666
930.9225,0.316323264,0.287596196
927.952,0.316146093,0.28751069
924.9631,0.316123503,0.287580334
921.9451,0.315989586,0.287539549
918.9193,0.315924553,0.287567888
915.9232,0.315799854,0.287535645
912.9256,0.315742215,0.287570508
909.9348,0.315688223,0.287608808
906.9211,0.315520371,0.287533955
903.9032,0.315400636,0.287507348
900.9056,0.315276039,0.287475253
897.9216,0.315144351,0.287435647
894.9294,0.315027756,0.287411388
891.921,0.314948439,0.287424907
888.8889,0.314856257,0.287426291
885.89,0.314814623,0.2874772
882.9017,0.314687899,0.28744269
879.9058,0.314599769,0.28744701
876.9152,0.314558237,0.287497764
873.9205,0.314433538,0.287465478
870.931,0.314345104,0.287469296
867.9252,0.314160234,0.287377181
864.9324,0.31408112,0.287390421
861.9396,0.313993902,0.287395557
858.9113,0.313908001,0.287403105
855.9016,0.313810653,0.287398632
852.9082,0.313680788,0.28736114
849.9171,0.313576957,0.28734961
846.9297,0.313505744,0.287370585
843.9204,0.313418728,0.287376432
840.9014,0.31328471,0.287335577
837.9114,0.313210661,0.287353795
834.9168,0.313116352,0.287351895
831.9322,0.31295863,0.287286274
828.9175,0.312944347,0.287365021
825.8987,0.312748941,0.287262772
822.9081,0.312696469,0.287302585
819.9201,0.312654126,0.287352448
816.9059,0.312521526,0.287312863
813.9191,0.312394092,0.287277598
810.9369,0.312328147,0.287303679
807.945,0.312172957,0.287240816
804.9548,0.312083105,0.287243238
801.9618,0.311939667,0.287192159
798.9695,0.311841103,0.287185934
795.9406,0.311793493,0.287231792
792.9396,0.311657854,0.28718876
789.9496,0.311553415,0.287176588
786.958,0.311447355,0.287162846
783.9671,0.311348994,0.28715678
780.951,0.311225308,0.287126167
777.9503,0.31117628,0.287169736
774.9848,0.311008833,0.287093801
771.9723,0.31090014,0.28707807
768.9845,0.310841285,0.287111415
765.9593,0.310682955,0.287046439
762.9469,0.310641322,0.287097764
759.9486,0.310441865,0.28699083
756.9588,0.310371665,0.287012892
753.9714,0.310241293,0.286974708
750.9864,0.310103831,0.286929359
748.0024,0.310036569,0.286954179
745.0105,0.309943577,0.286953513
742.0254,0.309813104,0.286915157
739.0331,0.309712616,0.286907007
736.0411,0.309650114,0.286936835
733.0137,0.309483681,0.286863823
730.027,0.309449948,0.286922256
727.0347,0.309228915,0.286793561
724.0508,0.309168135,0.286824861
721.0608,0.309042221,0.286791214
718.0459,0.308899491,0.286741521
715.0273,0.308777123,0.286712302
712.0324,0.308659414,0.286687012
709.0444,0.308554367,0.286674171
706.0564,0.30842825,0.28664026
703.0363,0.308378209,0.286683415
700.0263,0.308221601,0.286619692
697.0374,0.308129318,0.286619642
694.0448,0.307993071,0.286575743
691.059,0.307876882,0.286551692
688.0726,0.307744484,0.286511451
685.0867,0.307563261,0.286422368
682.0956,0.307537227,0.286488636
679.1087,0.307341923,0.286385504
676.1172,0.307247918,0.286383813
673.1175,0.307135882,0.286364344
670.0944,0.307029113,0.286350864
