Field,Moment,MomentParasub
1000.237,0.009460692,0.000652881
999.6178,0.009439392,0.000637033
997.1652,0.009438183,0.000657421
994.7538,0.009435082,0.000675554
992.5241,0.00942224,0.000682346
990.4009,0.009406677,0.000685479
988.3369,0.0093917,0.000688677
986.3048,0.009370895,0.000685767
984.2834,0.009355659,0.00068833
982.2815,0.009336851,0.00068715
980.2659,0.009313393,0.000681442
978.2673,0.009295201,0.000680848
976.2675,0.0092782,0.000681457
974.2625,0.009259961,0.000680873
972.2614,0.00924455,0.000683083
970.2557,0.009225497,0.000681692
968.2515,0.009207434,0.000681278
966.2483,0.009193943,0.000685426
964.2488,0.009176477,0.000685567
962.251,0.00915421,0.000680892
960.2524,0.009135827,0.000680109
958.2534,0.009120713,0.000682597
956.2557,0.009100785,0.00068026
954.2527,0.009087765,0.000684878
952.2487,0.009067725,0.000682486
950.2478,0.009044283,0.000676663
948.249,0.009027737,0.000677717
946.2531,0.009005418,0.000672973
944.2531,0.008989873,0.00067504
942.2537,0.008982373,0.000685147
940.2558,0.008965922,0.000686288
938.2561,0.008945622,0.000683597
936.2529,0.008927671,0.000683286
934.2527,0.008911106,0.000684334
932.2525,0.008895734,0.000686576
930.2555,0.00887862,0.000687046
928.2584,0.008855342,0.000681354
926.2545,0.008832021,0.000675679
924.2671,0.008816069,0.000677228
922.2641,0.00880192,0.000680716
920.2621,0.008783588,0.000680013
918.2603,0.008767601,0.000681654
916.2615,0.008746115,0.000677768
914.2607,0.008731037,0.000680309
912.2648,0.008715215,0.000682063
910.2634,0.008693641,0.000678113
908.2648,0.008677539,0.000679609
906.2613,0.008667751,0.000687464
904.2611,0.008651203,0.000688529
902.2609,0.00863285,0.000687789
900.2618,0.00861281,0.000685353
898.2637,0.008594755,0.000684892
896.2667,0.008578037,0.00068576
894.2664,0.008553699,0.000679035
892.2667,0.008530371,0.000673316
890.2692,0.00851636,0.000676894
888.2667,0.008502309,0.000680477
886.2655,0.008480358,0.000676148
884.2676,0.008461598,0.000674981
882.269,0.008446257,0.000677239
880.2717,0.008428569,0.000677139
878.2592,0.0084133,0.000679591
876.2589,0.00839485,0.000678756
874.257,0.008377315,0.000678849
872.2548,0.008359457,0.000678622
870.2551,0.008340007,0.00067678
868.258,0.008323164,0.000677523
866.2575,0.008309934,0.000681909
864.26,0.008290843,0.000680408
862.2596,0.008267806,0.000674986
860.26,0.008246448,0.000671235
858.2615,0.00823171,0.000674096
856.2609,0.008216417,0.000676419
854.2627,0.008198709,0.000676307
852.2701,0.008177953,0.000673097
850.2705,0.008156959,0.000669711
848.2714,0.008136684,0.00066704
846.2675,0.008115434,0.000663436
844.2626,0.008100072,0.000665728
842.2581,0.008088903,0.00067221
840.259,0.008069294,0.000670204
838.2616,0.008048648,0.000667147
836.2706,0.008034793,0.000670824
834.2749,0.008018106,0.000671711
832.2746,0.007997422,0.000668641
830.2745,0.007978057,0.000666889
828.2738,0.007965885,0.000672334
826.2718,0.007950851,0.000674929
824.2737,0.007931849,0.000673522
822.2582,0.007908133,0.000667554
820.219,0.007886067,0.000663444
818.2024,0.007875667,0.000670802
816.1943,0.007859946,0.000672763
814.1875,0.007832148,0.000662637
812.1991,0.007814484,0.000662483
810.1824,0.007798586,0.000664343
808.186,0.007787306,0.000670642
806.191,0.00777526,0.000676164
804.1944,0.007756122,0.000674608
802.196,0.007734484,0.000670567
