Field,Moment,MomentParasub
1000.26,0.057513823,0.038750467
999.344,0.057367546,0.038621373
995.6641,0.057413752,0.038736608
992.0501,0.057418275,0.038808924
988.6791,0.057394582,0.038848466
985.4992,0.057353179,0.038866713
982.3945,0.057300628,0.038872402
979.3417,0.057249175,0.038878214
976.3091,0.057197462,0.038883388
973.3049,0.057142799,0.03888508
970.2859,0.057090487,0.038889399
967.2725,0.057038474,0.038893913
964.2802,0.056986244,0.038897814
961.2786,0.056928373,0.038896248
958.2669,0.056867613,0.038891984
955.2734,0.05680201,0.038882534
952.27,0.056735506,0.038872369
949.2736,0.056670793,0.038863864
946.2644,0.056611142,0.038860661
943.2775,0.056554223,0.038859771
940.2682,0.056493909,0.038855907
937.2608,0.056437342,0.038855754
934.2726,0.056383052,0.038857519
931.2724,0.056325191,0.038855937
928.2648,0.056265053,0.038852217
925.2747,0.056210276,0.03885353
922.2625,0.056153937,0.038853695
919.2603,0.056092702,0.038848777
916.2647,0.056032357,0.038844624
913.2682,0.055965697,0.038834175
910.2613,0.055901523,0.038826405
907.2663,0.055837989,0.038819054
904.2689,0.055777417,0.038814707
901.2718,0.055718024,0.038811536
898.2635,0.055655526,0.038805469
895.275,0.055597541,0.038803543
892.2654,0.055541346,0.038803804
889.2652,0.055488112,0.038806849
886.2685,0.055432259,0.03880721
883.2732,0.055369585,0.038800723
880.2754,0.055310565,0.038797937
877.2752,0.055251359,0.03879501
874.274,0.055200308,0.038800258
871.2714,0.055144818,0.038801092
868.2615,0.055081078,0.038793813
865.2743,0.055022441,0.038791211
862.2645,0.054964414,0.038789643
859.2612,0.054899421,0.038780988
856.2595,0.054831841,0.038769715
853.269,0.054764375,0.038758346
850.2722,0.054698927,0.038749113
847.2657,0.054640703,0.038747288
844.2588,0.05458247,0.038745459
841.261,0.054523025,0.038742248
838.2667,0.054466127,0.038741519
835.2696,0.05441162,0.038743232
832.2731,0.054355343,0.038743165
829.277,0.054298154,0.038742179
826.2781,0.054239455,0.038739735
823.2471,0.054182122,0.038739259
820.2109,0.05413014,0.038744231
817.2086,0.054071358,0.038741768
814.1893,0.054003923,0.03873097
811.1796,0.053938941,0.038722445
808.1965,0.053877912,0.038717375
805.1917,0.053821687,0.038717515
802.1868,0.05376661,0.038718806
799.199,0.053703533,0.038711775
796.1899,0.053642246,0.038706934
793.1836,0.053590243,0.038711325
790.2028,0.053538748,0.038715746
787.1978,0.053483589,0.038716955
784.2036,0.053424227,0.03871376
781.1944,0.053356916,0.038702897
778.1917,0.053292586,0.038694893
775.2086,0.053235035,0.038693301
772.1981,0.053179472,0.03869421
769.187,0.053117678,0.0386889
766.1992,0.053056298,0.038683566
763.194,0.0530006,0.038684242
760.1928,0.052943826,0.038683766
757.208,0.052885168,0.038681098
754.205,0.052815062,0.038667324
751.2029,0.05274653,0.038655106
748.2196,0.052682469,0.038647007
745.2172,0.052621223,0.038642082
742.2118,0.052563155,0.038640391
739.2278,0.052507758,0.038640969
736.2198,0.052459285,0.038648921
733.2112,0.052412086,0.038658159
730.2287,0.052356284,0.038658305
727.2247,0.052296271,0.038654641
724.2167,0.052231319,0.038646116
721.2263,0.052168231,0.038639123
718.2122,0.052113569,0.038641
715.2237,0.052056153,0.038639644
712.2182,0.051995311,0.038635181
709.2113,0.051935225,0.038631499
706.2123,0.05187136,0.038623892
703.2234,0.051807755,0.038616353
700.2196,0.051745236,0.038610181
697.2345,0.051684508,0.038605449
694.2278,0.0516226,0.038599942
691.2247,0.051563631,0.038597307
688.2393,0.051507499,0.038597177
685.232,0.051442134,0.038588224
682.228,0.051377669,0.03858011
679.2445,0.051317748,0.038576155
676.2376,0.051255675,0.038570486
673.2307,0.051200184,0.0385714
670.2436,0.051142644,0.038569894
667.2415,0.05107789,0.038561454
664.2322,0.051014626,0.03855464
661.2458,0.050954664,0.038550698
658.2378,0.050892787,0.038545247
655.2287,0.050833073,0.038541979
652.2502,0.050774146,0.038538924
649.2482,0.050709867,0.038530959
646.2377,0.050648353,0.038525916
643.247,0.050584985,0.03851865
640.2367,0.050523077,0.03851321
637.2363,0.050463974,0.03851039
634.2517,0.050406465,0.038508868
631.2427,0.050341845,0.038500692
628.2557,0.050276987,0.038491866
625.2452,0.05021541,0.038486761
622.2385,0.05015727,0.038485022
619.2435,0.050098364,0.038482297
616.2192,0.050039188,0.038479853
613.1974,0.049975427,0.038472777
610.2005,0.049914637,0.038468204
607.1969,0.049846477,0.038456387
604.1903,0.049782696,0.038449004
601.2069,0.049721367,0.03844364
598.2014,0.049658486,0.038437138
595.1876,0.049589788,0.038424974
