Field,Moment,FieldParasub,MomentParasub
1.77E-01,1.01E-06,1.77E-01,-1.91E-09
1.80E-01,1.03E-06,1.80E-01,-1.68E-10
1.83E-01,1.04E-06,1.83E-01,1.63E-09
1.86E-01,1.07E-06,1.86E-01,5.66E-09
1.89E-01,1.09E-06,1.89E-01,1.26E-08
1.92E-01,1.10E-06,1.92E-01,8.73E-09
1.95E-01,1.12E-06,1.95E-01,5.77E-09
1.98E-01,1.15E-06,1.98E-01,1.72E-08
2.01E-01,1.16E-06,2.01E-01,1.03E-08
2.04E-01,1.17E-06,2.04E-01,6.77E-09
2.07E-01,1.18E-06,2.07E-01,3.88E-09
2.10E-01,1.20E-06,2.10E-01,5.57E-09
2.13E-01,1.23E-06,2.13E-01,1.51E-08
2.16E-01,1.24E-06,2.16E-01,1.10E-08
2.19E-01,1.26E-06,2.19E-01,8.20E-09
2.22E-01,1.27E-06,2.22E-01,8.17E-09
2.25E-01,1.30E-06,2.25E-01,1.40E-08
2.28E-01,1.30E-06,2.28E-01,3.00E-09
2.31E-01,1.33E-06,2.31E-01,1.24E-08
2.34E-01,1.34E-06,2.34E-01,1.16E-08
2.37E-01,1.38E-06,2.37E-01,2.54E-08
2.40E-01,1.38E-06,2.40E-01,1.71E-08
2.43E-01,1.39E-06,2.43E-01,6.19E-09
2.46E-01,1.41E-06,2.46E-01,1.10E-08
2.49E-01,1.43E-06,2.49E-01,1.22E-08
2.52E-01,1.45E-06,2.52E-01,1.41E-08
2.55E-01,1.47E-06,2.55E-01,1.32E-08
2.58E-01,1.48E-06,2.58E-01,9.33E-09
2.61E-01,1.50E-06,2.61E-01,1.67E-08
2.64E-01,1.51E-06,2.64E-01,9.60E-09
2.67E-01,1.53E-06,2.67E-01,1.07E-08
2.70E-01,1.56E-06,2.70E-01,1.83E-08
2.73E-01,1.58E-06,2.73E-01,2.44E-08
2.76E-01,1.59E-06,2.76E-01,1.53E-08
2.79E-01,1.61E-06,2.79E-01,1.89E-08
2.82E-01,1.62E-06,2.82E-01,1.40E-08
2.85E-01,1.64E-06,2.85E-01,1.37E-08
2.88E-01,1.65E-06,2.88E-01,1.05E-08
2.91E-01,1.68E-06,2.91E-01,1.97E-08
2.94E-01,1.69E-06,2.94E-01,1.58E-08
2.97E-01,1.70E-06,2.97E-01,5.63E-09
3.00E-01,1.73E-06,3.00E-01,2.04E-08
3.03E-01,1.75E-06,3.03E-01,2.12E-08
3.06E-01,1.76E-06,3.06E-01,1.81E-08
3.09E-01,1.78E-06,3.09E-01,1.76E-08
3.12E-01,1.79E-06,3.12E-01,1.23E-08
3.15E-01,1.81E-06,3.15E-01,1.45E-08
3.18E-01,1.83E-06,3.18E-01,1.85E-08
3.21E-01,1.84E-06,3.21E-01,1.56E-08
3.24E-01,1.87E-06,3.24E-01,2.49E-08
3.27E-01,1.89E-06,3.27E-01,2.47E-08
3.30E-01,1.90E-06,3.30E-01,2.25E-08
3.33E-01,1.91E-06,3.33E-01,1.66E-08
3.36E-01,1.93E-06,3.36E-01,1.44E-08
3.39E-01,1.94E-06,3.39E-01,1.22E-08
3.42E-01,1.96E-06,3.42E-01,1.28E-08
3.45E-01,1.98E-06,3.45E-01,1.87E-08
3.48E-01,2.00E-06,3.48E-01,1.99E-08
3.51E-01,2.02E-06,3.51E-01,2.12E-08
3.54E-01,2.04E-06,3.54E-01,1.95E-08
3.57E-01,2.06E-06,3.57E-01,2.16E-08
3.60E-01,2.07E-06,3.60E-01,1.65E-08
3.63E-01,2.08E-06,3.63E-01,1.56E-08
3.66E-01,2.11E-06,3.66E-01,2.73E-08
3.69E-01,2.12E-06,3.69E-01,1.97E-08
3.72E-01,2.14E-06,3.72E-01,1.92E-08
3.75E-01,2.16E-06,3.75E-01,2.13E-08
3.78E-01,2.17E-06,3.78E-01,2.03E-08
3.81E-01,2.20E-06,3.81E-01,2.49E-08
3.85E-01,2.21E-06,3.85E-01,2.58E-08
3.87E-01,2.23E-06,3.87E-01,2.17E-08
3.90E-01,2.24E-06,3.90E-01,1.71E-08
3.93E-01,2.26E-06,3.93E-01,1.85E-08
3.97E-01,2.28E-06,3.97E-01,1.99E-08
4.00E-01,2.30E-06,4.00E-01,2.62E-08
4.03E-01,2.31E-06,4.03E-01,1.89E-08
4.06E-01,2.32E-06,4.06E-01,1.76E-08
4.09E-01,2.35E-06,4.09E-01,2.93E-08
4.12E-01,2.36E-06,4.12E-01,1.46E-08
4.15E-01,2.38E-06,4.15E-01,2.45E-08
4.18E-01,2.39E-06,4.18E-01,1.77E-08
4.21E-01,2.41E-06,4.21E-01,1.58E-08
4.24E-01,2.43E-06,4.24E-01,1.50E-08
4.27E-01,2.44E-06,4.27E-01,1.43E-08
4.30E-01,2.47E-06,4.30E-01,2.23E-08
4.33E-01,2.49E-06,4.33E-01,2.37E-08
4.36E-01,2.49E-06,4.36E-01,1.31E-08
4.39E-01,2.50E-06,4.39E-01,7.94E-09
4.42E-01,2.53E-06,4.42E-01,1.37E-08
4.45E-01,2.54E-06,4.45E-01,1.42E-08
4.48E-01,2.56E-06,4.48E-01,1.06E-08
4.51E-01,2.59E-06,4.51E-01,2.43E-08
4.54E-01,2.60E-06,4.54E-01,1.96E-08
4.57E-01,2.62E-06,4.57E-01,1.71E-08
4.60E-01,2.63E-06,4.60E-01,1.59E-08
4.63E-01,2.64E-06,4.63E-01,8.88E-09
4.66E-01,2.67E-06,4.66E-01,2.29E-08
4.69E-01,2.68E-06,4.69E-01,1.38E-08
4.72E-01,2.70E-06,4.72E-01,1.57E-08
4.75E-01,2.72E-06,4.75E-01,2.05E-08
4.78E-01,2.74E-06,4.78E-01,2.17E-08
4.81E-01,2.76E-06,4.81E-01,2.33E-08
4.84E-01,2.76E-06,4.84E-01,1.19E-08
4.87E-01,2.78E-06,4.87E-01,1.58E-08
4.90E-01,2.80E-06,4.90E-01,1.22E-08
4.93E-01,2.82E-06,4.93E-01,1.81E-08
4.96E-01,2.83E-06,4.96E-01,1.15E-08
4.99E-01,2.84E-06,4.99E-01,6.80E-09
5.01E-01,2.86E-06,5.01E-01,8.86E-09
,,,
5.01E-01,2.86E-06,5.01E-01,1.01E-08
4.98E-01,2.84E-06,4.98E-01,7.87E-09
4.95E-01,2.83E-06,4.95E-01,1.30E-08
4.92E-01,2.81E-06,4.92E-01,1.33E-08
4.89E-01,2.79E-06,4.89E-01,1.40E-08
4.86E-01,2.78E-06,4.86E-01,1.55E-08
4.83E-01,2.76E-06,4.83E-01,1.73E-08
4.80E-01,2.75E-06,4.80E-01,2.21E-08
4.77E-01,2.72E-06,4.77E-01,1.14E-08
4.74E-01,2.71E-06,4.74E-01,1.77E-08
4.71E-01,2.70E-06,4.71E-01,1.89E-08
4.68E-01,2.68E-06,4.68E-01,1.95E-08
4.65E-01,2.66E-06,4.65E-01,1.87E-08
4.62E-01,2.65E-06,4.62E-01,2.13E-08
4.59E-01,2.63E-06,4.59E-01,2.03E-08
4.56E-01,2.61E-06,4.56E-01,1.72E-08
4.53E-01,2.60E-06,4.53E-01,2.27E-08
4.50E-01,2.58E-06,4.50E-01,2.34E-08
4.47E-01,2.56E-06,4.47E-01,1.95E-08
4.44E-01,2.55E-06,4.44E-01,2.15E-08
4.41E-01,2.53E-06,4.41E-01,2.37E-08
4.38E-01,2.51E-06,4.38E-01,2.07E-08
4.35E-01,2.49E-06,4.35E-01,2.19E-08
4.32E-01,2.48E-06,4.32E-01,2.23E-08
4.29E-01,2.46E-06,4.29E-01,2.34E-08
4.26E-01,2.44E-06,4.26E-01,2.20E-08
4.23E-01,2.43E-06,4.23E-01,2.20E-08
4.20E-01,2.41E-06,4.20E-01,2.39E-08
4.17E-01,2.39E-06,4.17E-01,2.44E-08
4.14E-01,2.38E-06,4.14E-01,2.67E-08
4.11E-01,2.36E-06,4.11E-01,2.56E-08
4.07E-01,2.34E-06,4.07E-01,2.52E-08
4.04E-01,2.33E-06,4.04E-01,2.59E-08
4.01E-01,2.31E-06,4.01E-01,2.66E-08
3.98E-01,2.29E-06,3.98E-01,2.58E-08
3.95E-01,2.28E-06,3.95E-01,2.73E-08
3.92E-01,2.26E-06,3.92E-01,2.39E-08
3.89E-01,2.24E-06,3.89E-01,2.63E-08
3.86E-01,2.23E-06,3.86E-01,2.69E-08
3.83E-01,2.21E-06,3.83E-01,2.73E-08
3.80E-01,2.19E-06,3.80E-01,2.53E-08
3.77E-01,2.17E-06,3.77E-01,2.41E-08
3.74E-01,2.16E-06,3.74E-01,2.70E-08
3.71E-01,2.14E-06,3.71E-01,2.35E-08
3.68E-01,2.12E-06,3.68E-01,2.70E-08
3.65E-01,2.10E-06,3.65E-01,2.56E-08
3.62E-01,2.09E-06,3.62E-01,3.04E-08
3.59E-01,2.08E-06,3.59E-01,2.99E-08
3.56E-01,2.06E-06,3.56E-01,2.89E-08
3.53E-01,2.04E-06,3.53E-01,2.57E-08
3.50E-01,2.02E-06,3.50E-01,2.53E-08
3.47E-01,2.01E-06,3.47E-01,3.46E-08
3.44E-01,1.99E-06,3.44E-01,3.22E-08
3.41E-01,1.97E-06,3.41E-01,2.85E-08
3.38E-01,1.95E-06,3.38E-01,2.75E-08
3.35E-01,1.93E-06,3.35E-01,2.45E-08
3.32E-01,1.93E-06,3.32E-01,3.58E-08
3.29E-01,1.91E-06,3.29E-01,3.11E-08
3.26E-01,1.89E-06,3.26E-01,2.96E-08
3.23E-01,1.87E-06,3.23E-01,3.38E-08
3.20E-01,1.85E-06,3.20E-01,2.63E-08
3.17E-01,1.84E-06,3.17E-01,3.10E-08
3.14E-01,1.82E-06,3.14E-01,2.77E-08
3.11E-01,1.80E-06,3.11E-01,3.18E-08
3.08E-01,1.78E-06,3.08E-01,2.99E-08
3.05E-01,1.77E-06,3.05E-01,2.90E-08
3.02E-01,1.75E-06,3.02E-01,2.65E-08
2.99E-01,1.74E-06,2.99E-01,3.21E-08
2.96E-01,1.71E-06,2.96E-01,2.73E-08
2.93E-01,1.70E-06,2.93E-01,2.91E-08
2.90E-01,1.68E-06,2.90E-01,3.18E-08
2.87E-01,1.67E-06,2.87E-01,3.03E-08
2.84E-01,1.66E-06,2.84E-01,3.76E-08
2.81E-01,1.63E-06,2.81E-01,3.17E-08
2.78E-01,1.61E-06,2.78E-01,3.10E-08
2.75E-01,1.60E-06,2.75E-01,2.94E-08
2.72E-01,1.58E-06,2.72E-01,2.55E-08
2.69E-01,1.56E-06,2.69E-01,2.68E-08
2.66E-01,1.54E-06,2.66E-01,2.78E-08
2.63E-01,1.53E-06,2.63E-01,3.33E-08
2.60E-01,1.51E-06,2.60E-01,2.95E-08
2.57E-01,1.49E-06,2.57E-01,3.00E-08
2.54E-01,1.48E-06,2.54E-01,3.53E-08
2.51E-01,1.47E-06,2.51E-01,3.77E-08
2.48E-01,1.45E-06,2.48E-01,3.73E-08
2.45E-01,1.42E-06,2.45E-01,2.91E-08
2.42E-01,1.41E-06,2.42E-01,3.36E-08
2.39E-01,1.40E-06,2.39E-01,3.44E-08
2.36E-01,1.38E-06,2.36E-01,3.95E-08
2.33E-01,1.35E-06,2.33E-01,2.75E-08
2.30E-01,1.33E-06,2.30E-01,2.43E-08
2.27E-01,1.32E-06,2.27E-01,3.07E-08
2.24E-01,1.30E-06,2.24E-01,2.22E-08
2.21E-01,1.29E-06,2.21E-01,2.91E-08
2.18E-01,1.28E-06,2.18E-01,3.76E-08
2.15E-01,1.26E-06,2.15E-01,3.76E-08
2.12E-01,1.24E-06,2.12E-01,3.31E-08
2.09E-01,1.22E-06,2.09E-01,2.82E-08
2.06E-01,1.20E-06,2.06E-01,2.39E-08
2.03E-01,1.19E-06,2.03E-01,3.48E-08
2.00E-01,1.17E-06,2.00E-01,3.06E-08
1.97E-01,1.16E-06,1.97E-01,3.50E-08
1.94E-01,1.13E-06,1.94E-01,2.79E-08
1.91E-01,1.12E-06,1.91E-01,2.93E-08
1.88E-01,1.10E-06,1.88E-01,2.88E-08
1.85E-01,1.09E-06,1.85E-01,3.59E-08
1.82E-01,1.06E-06,1.82E-01,2.64E-08
1.79E-01,1.05E-06,1.79E-01,2.67E-08
1.76E-01,1.03E-06,1.76E-01,3.11E-08
1.73E-01,1.01E-06,1.73E-01,2.79E-08
1.70E-01,9.98E-07,1.70E-01,3.01E-08
1.67E-01,9.94E-07,1.67E-01,4.25E-08
1.64E-01,9.69E-07,1.64E-01,3.50E-08
1.61E-01,9.38E-07,1.61E-01,2.14E-08
1.58E-01,9.28E-07,1.58E-01,2.79E-08
1.55E-01,9.02E-07,1.55E-01,1.91E-08
1.52E-01,8.90E-07,1.52E-01,2.45E-08
1.49E-01,8.80E-07,1.49E-01,3.09E-08
1.46E-01,8.67E-07,1.46E-01,3.59E-08
1.43E-01,8.49E-07,1.43E-01,3.50E-08
1.40E-01,8.25E-07,1.40E-01,2.76E-08
1.37E-01,8.01E-07,1.37E-01,2.10E-08
1.34E-01,7.84E-07,1.34E-01,2.09E-08
1.31E-01,7.68E-07,1.31E-01,2.19E-08
1.28E-01,7.54E-07,1.28E-01,2.54E-08
1.25E-01,7.45E-07,1.25E-01,3.30E-08
1.22E-01,7.20E-07,1.22E-01,2.49E-08
1.19E-01,6.88E-07,1.19E-01,1.00E-08
1.16E-01,6.75E-07,1.16E-01,1.48E-08
1.13E-01,6.73E-07,1.13E-01,2.99E-08
1.10E-01,6.62E-07,1.10E-01,3.54E-08
1.07E-01,6.34E-07,1.07E-01,2.40E-08
1.04E-01,6.02E-07,1.04E-01,9.22E-09
1.01E-01,5.97E-07,1.01E-01,2.13E-08
9.81E-02,5.72E-07,9.81E-02,1.44E-08
9.51E-02,5.69E-07,9.51E-02,2.76E-08
9.21E-02,5.37E-07,9.21E-02,1.35E-08
8.91E-02,5.01E-07,8.91E-02,-6.18E-09
8.61E-02,5.00E-07,8.61E-02,1.04E-08
8.31E-02,4.77E-07,8.31E-02,3.92E-09
8.01E-02,4.69E-07,8.01E-02,1.32E-08
7.71E-02,4.69E-07,7.71E-02,3.01E-08
7.41E-02,4.41E-07,7.41E-02,1.96E-08
7.11E-02,4.14E-07,7.11E-02,1.01E-08
6.81E-02,4.02E-07,6.81E-02,1.44E-08
6.51E-02,3.91E-07,6.51E-02,2.04E-08
6.20E-02,3.67E-07,6.20E-02,1.42E-08
5.91E-02,3.47E-07,5.91E-02,1.09E-08
5.60E-02,3.29E-07,5.60E-02,1.05E-08
5.31E-02,3.19E-07,5.31E-02,1.74E-08
5.00E-02,2.97E-07,5.00E-02,1.23E-08
4.70E-02,2.78E-07,4.70E-02,1.08E-08
4.40E-02,2.54E-07,4.40E-02,3.53E-09
4.10E-02,2.31E-07,4.10E-02,-2.18E-09
3.80E-02,2.11E-07,3.80E-02,-5.19E-09
3.50E-02,2.07E-07,3.50E-02,7.48E-09
3.20E-02,1.91E-07,3.20E-02,8.65E-09
2.90E-02,1.74E-07,2.90E-02,8.85E-09
2.60E-02,1.62E-07,2.60E-02,1.40E-08
2.30E-02,1.23E-07,2.30E-02,-7.99E-09
2.00E-02,1.06E-07,2.00E-02,-8.24E-09
1.70E-02,9.85E-08,1.70E-02,1.71E-09
1.40E-02,8.04E-08,1.40E-02,6.64E-10
1.10E-02,4.97E-08,1.10E-02,-1.30E-08
8.02E-03,3.26E-08,8.02E-03,-1.30E-08
5.02E-03,2.44E-08,5.02E-03,-4.18E-09
2.00E-03,1.84E-08,2.00E-03,7.02E-09
-1.06E-03,-1.91E-08,-1.06E-03,-1.31E-08
-4.07E-03,-2.70E-08,-4.07E-03,-3.84E-09
-7.07E-03,-4.17E-08,-7.07E-03,-1.48E-09
-1.01E-02,-5.67E-08,-1.01E-02,5.85E-10
-1.31E-02,-8.08E-08,-1.31E-02,-6.43E-09
-1.61E-02,-9.73E-08,-1.61E-02,-5.78E-09
-1.91E-02,-1.22E-07,-1.91E-02,-1.36E-08
-2.21E-02,-1.39E-07,-2.21E-02,-1.32E-08
-2.51E-02,-1.64E-07,-2.51E-02,-2.16E-08
-2.81E-02,-1.54E-07,-2.81E-02,6.24E-09
-3.11E-02,-1.90E-07,-3.11E-02,-1.28E-08
-3.41E-02,-2.26E-07,-3.41E-02,-3.23E-08
-3.71E-02,-2.37E-07,-3.71E-02,-2.58E-08
-4.01E-02,-2.46E-07,-4.01E-02,-1.76E-08
-4.31E-02,-2.67E-07,-4.31E-02,-2.19E-08
-4.61E-02,-2.73E-07,-4.61E-02,-1.03E-08
-4.91E-02,-3.12E-07,-4.91E-02,-3.26E-08
-5.21E-02,-3.21E-07,-5.21E-02,-2.44E-08
-5.51E-02,-3.30E-07,-5.51E-02,-1.68E-08
-5.81E-02,-3.55E-07,-5.81E-02,-2.47E-08
-6.11E-02,-3.63E-07,-6.11E-02,-1.54E-08
-6.41E-02,-3.96E-07,-6.41E-02,-3.12E-08
-6.71E-02,-4.19E-07,-6.71E-02,-3.67E-08
-7.01E-02,-4.23E-07,-7.01E-02,-2.41E-08
-7.31E-02,-4.55E-07,-7.31E-02,-3.91E-08
-7.61E-02,-4.53E-07,-7.61E-02,-2.03E-08
-7.91E-02,-4.86E-07,-7.91E-02,-3.56E-08
-8.22E-02,-5.08E-07,-8.22E-02,-4.06E-08
-8.52E-02,-5.21E-07,-8.52E-02,-3.64E-08
-8.81E-02,-5.35E-07,-8.81E-02,-3.36E-08
-9.12E-02,-5.44E-07,-9.12E-02,-2.52E-08
-9.41E-02,-5.76E-07,-9.41E-02,-4.06E-08
-9.71E-02,-6.07E-07,-9.71E-02,-5.45E-08
-1.00E-01,-5.97E-07,-1.00E-01,-2.76E-08
-1.03E-01,-6.31E-07,-1.03E-01,-4.45E-08
-1.06E-01,-6.40E-07,-1.06E-01,-3.60E-08
-1.09E-01,-6.65E-07,-1.09E-01,-4.37E-08
-1.12E-01,-6.74E-07,-1.12E-01,-3.54E-08
-1.15E-01,-6.98E-07,-1.15E-01,-4.27E-08
-1.18E-01,-7.14E-07,-1.18E-01,-4.15E-08
-1.21E-01,-7.22E-07,-1.21E-01,-3.27E-08
-1.24E-01,-7.38E-07,-1.24E-01,-3.15E-08
-1.27E-01,-7.83E-07,-1.27E-01,-5.95E-08
-1.30E-01,-7.97E-07,-1.30E-01,-5.59E-08
-1.33E-01,-7.91E-07,-1.33E-01,-3.28E-08
-1.36E-01,-8.14E-07,-1.36E-01,-3.90E-08
-1.39E-01,-8.50E-07,-1.39E-01,-5.84E-08
-1.42E-01,-8.59E-07,-1.42E-01,-5.00E-08
-1.45E-01,-8.93E-07,-1.45E-01,-6.68E-08
-1.48E-01,-8.79E-07,-1.48E-01,-3.61E-08
-1.51E-01,-9.04E-07,-1.51E-01,-4.39E-08
-1.54E-01,-9.15E-07,-1.54E-01,-3.80E-08
-1.57E-01,-9.48E-07,-1.57E-01,-5.37E-08
-1.60E-01,-9.73E-07,-1.60E-01,-6.16E-08
-1.63E-01,-9.93E-07,-1.63E-01,-6.38E-08
-1.66E-01,-9.96E-07,-1.66E-01,-5.03E-08
-1.69E-01,-1.03E-06,-1.69E-01,-7.19E-08
-1.72E-01,-1.03E-06,-1.72E-01,-5.15E-08
-1.75E-01,-1.05E-06,-1.75E-01,-4.82E-08
-1.78E-01,-1.07E-06,-1.78E-01,-5.58E-08
-1.81E-01,-1.08E-06,-1.81E-01,-5.15E-08
-1.84E-01,-1.12E-06,-1.84E-01,-6.68E-08
-1.87E-01,-1.12E-06,-1.87E-01,-5.53E-08
-1.90E-01,-1.14E-06,-1.90E-01,-5.81E-08
-1.93E-01,-1.16E-06,-1.93E-01,-6.06E-08
-1.96E-01,-1.18E-06,-1.96E-01,-6.55E-08
-1.99E-01,-1.19E-06,-1.99E-01,-5.55E-08
-2.02E-01,-1.23E-06,-2.02E-01,-7.73E-08
-2.05E-01,-1.23E-06,-2.05E-01,-6.12E-08
-2.08E-01,-1.25E-06,-2.08E-01,-6.45E-08
-2.11E-01,-1.26E-06,-2.11E-01,-6.05E-08
-2.14E-01,-1.27E-06,-2.14E-01,-4.66E-08
-2.17E-01,-1.30E-06,-2.17E-01,-6.82E-08
-2.20E-01,-1.32E-06,-2.20E-01,-6.81E-08
-2.23E-01,-1.33E-06,-2.23E-01,-5.97E-08
-2.26E-01,-1.36E-06,-2.26E-01,-7.44E-08
-2.29E-01,-1.37E-06,-2.29E-01,-6.76E-08
-2.32E-01,-1.40E-06,-2.32E-01,-7.55E-08
-2.35E-01,-1.40E-06,-2.35E-01,-6.13E-08
-2.38E-01,-1.41E-06,-2.38E-01,-5.68E-08
-2.41E-01,-1.44E-06,-2.41E-01,-6.21E-08
-2.44E-01,-1.46E-06,-2.44E-01,-7.28E-08
-2.47E-01,-1.48E-06,-2.47E-01,-7.22E-08
-2.50E-01,-1.50E-06,-2.50E-01,-7.14E-08
-2.53E-01,-1.52E-06,-2.53E-01,-7.73E-08
-2.56E-01,-1.53E-06,-2.56E-01,-7.46E-08
-2.59E-01,-1.55E-06,-2.59E-01,-7.85E-08
-2.62E-01,-1.56E-06,-2.62E-01,-6.99E-08
-2.65E-01,-1.60E-06,-2.65E-01,-8.72E-08
-2.68E-01,-1.60E-06,-2.68E-01,-6.92E-08
-2.71E-01,-1.61E-06,-2.71E-01,-6.85E-08
-2.74E-01,-1.64E-06,-2.74E-01,-7.62E-08
-2.77E-01,-1.65E-06,-2.77E-01,-6.96E-08
-2.80E-01,-1.69E-06,-2.80E-01,-9.27E-08
-2.83E-01,-1.70E-06,-2.83E-01,-8.42E-08
-2.86E-01,-1.71E-06,-2.86E-01,-7.84E-08
-2.89E-01,-1.72E-06,-2.89E-01,-7.51E-08
-2.92E-01,-1.74E-06,-2.92E-01,-7.47E-08
-2.95E-01,-1.76E-06,-2.95E-01,-7.90E-08
-2.98E-01,-1.77E-06,-2.98E-01,-7.72E-08
-3.01E-01,-1.78E-06,-3.01E-01,-6.39E-08
-3.04E-01,-1.80E-06,-3.04E-01,-6.85E-08
-3.07E-01,-1.83E-06,-3.07E-01,-8.04E-08
-3.10E-01,-1.84E-06,-3.10E-01,-7.06E-08
-3.13E-01,-1.88E-06,-3.13E-01,-9.75E-08
-3.16E-01,-1.88E-06,-3.16E-01,-8.06E-08
-3.19E-01,-1.89E-06,-3.19E-01,-7.61E-08
-3.22E-01,-1.92E-06,-3.22E-01,-8.56E-08
-3.25E-01,-1.94E-06,-3.25E-01,-8.54E-08
-3.29E-01,-1.95E-06,-3.29E-01,-8.49E-08
-3.31E-01,-1.97E-06,-3.31E-01,-8.44E-08
-3.35E-01,-2.00E-06,-3.35E-01,-9.30E-08
-3.38E-01,-2.01E-06,-3.38E-01,-8.49E-08
-3.41E-01,-2.03E-06,-3.41E-01,-8.98E-08
-3.43E-01,-2.05E-06,-3.43E-01,-9.23E-08
-3.47E-01,-2.05E-06,-3.47E-01,-8.33E-08
-3.50E-01,-2.06E-06,-3.50E-01,-6.90E-08
-3.53E-01,-2.09E-06,-3.53E-01,-8.77E-08
-3.55E-01,-2.11E-06,-3.55E-01,-8.91E-08
-3.58E-01,-2.12E-06,-3.58E-01,-8.28E-08
-3.62E-01,-2.14E-06,-3.62E-01,-7.95E-08
-3.65E-01,-2.17E-06,-3.65E-01,-9.34E-08
-3.68E-01,-2.18E-06,-3.68E-01,-8.44E-08
-3.71E-01,-2.20E-06,-3.71E-01,-9.07E-08
-3.74E-01,-2.21E-06,-3.74E-01,-8.25E-08
-3.77E-01,-2.23E-06,-3.77E-01,-9.22E-08
-3.80E-01,-2.24E-06,-3.80E-01,-8.48E-08
-3.83E-01,-2.28E-06,-3.83E-01,-1.01E-07
-3.86E-01,-2.29E-06,-3.86E-01,-9.56E-08
-3.89E-01,-2.30E-06,-3.89E-01,-8.89E-08
-3.92E-01,-2.31E-06,-3.92E-01,-8.42E-08
-3.95E-01,-2.34E-06,-3.95E-01,-9.43E-08
-3.98E-01,-2.35E-06,-3.98E-01,-8.73E-08
-4.01E-01,-2.36E-06,-4.01E-01,-8.50E-08
-4.04E-01,-2.39E-06,-4.04E-01,-9.22E-08
-4.07E-01,-2.41E-06,-4.07E-01,-9.28E-08
-4.10E-01,-2.42E-06,-4.10E-01,-9.04E-08
-4.13E-01,-2.44E-06,-4.13E-01,-9.15E-08
-4.16E-01,-2.45E-06,-4.16E-01,-8.76E-08
-4.19E-01,-2.47E-06,-4.19E-01,-9.23E-08
-4.22E-01,-2.48E-06,-4.22E-01,-8.02E-08
