Field,Moment,MomentParasub
1000.223,0.16093349,0.138387349
999.6151,0.160699391,0.138166952
997.1604,0.160914867,0.13843776
994.7471,0.161032788,0.138610079
992.5163,0.161077849,0.138705426
990.3765,0.161084772,0.138760582
988.3215,0.161067168,0.1387893
986.2874,0.161037714,0.138805697
984.2684,0.161003759,0.138817252
982.2547,0.160966427,0.138825311
980.2492,0.160921492,0.138825583
978.2503,0.160872884,0.138822032
976.2453,0.16082211,0.138816453
974.2504,0.160768661,0.138807971
972.2442,0.160720732,0.138805264
970.2386,0.160677178,0.138806919
968.2367,0.160626234,0.1388011
966.2337,0.160575524,0.138795539
964.2339,0.160530611,0.138795704
962.2363,0.160479709,0.138789831
960.2361,0.160428468,0.138783676
958.2351,0.160377461,0.138777773
956.2316,0.160330573,0.138776047
954.2277,0.160280245,0.138770889
952.2223,0.160230851,0.138766699
950.2194,0.160187446,0.138768441
948.2327,0.160139921,0.138765699
946.2361,0.160096961,0.138767745
944.2375,0.160052876,0.138768711
942.2376,0.160003185,0.1387641
940.2381,0.159959164,0.138765149
938.2386,0.159908029,0.138759085
936.233,0.159855769,0.138752033
934.2341,0.159803636,0.138744958
932.2355,0.159748126,0.138734499
930.2363,0.159698732,0.138730169
928.2357,0.159646981,0.138723514
926.2469,0.159594721,0.138716083
924.2303,0.159541144,0.138707963
922.24,0.159487291,0.138698973
920.2383,0.159429742,0.138686545
918.2386,0.159378607,0.138680486
916.2382,0.159326708,0.138673678
914.2356,0.159278779,0.13867089
912.2362,0.159227559,0.138664739
910.2491,0.159181032,0.138663003
908.2482,0.159127604,0.138654677
906.2444,0.159072307,0.138644548
904.2416,0.159013718,0.138631105
902.2413,0.158952008,0.138614483
900.2402,0.158903464,0.138611046
898.24,0.158867554,0.138620224
896.2398,0.158822535,0.138620291
894.2353,0.158774798,0.138617737
892.2478,0.15872362,0.13861136
890.2468,0.158679875,0.13861272
888.2431,0.158634155,0.138612166
886.2427,0.158582574,0.138605676
884.2416,0.158530399,0.138598607
882.2494,0.15847903,0.138592145
880.2423,0.158433331,0.138591689
878.2463,0.158390478,0.138593828
876.2364,0.158342019,0.138590674
874.2443,0.158294472,0.138588031
872.2404,0.158239812,0.138578541
870.2392,0.158178484,0.138562323
868.2415,0.158123293,0.138552162
866.2428,0.158068123,0.138542045
864.2454,0.158010512,0.138529457
862.246,0.157955597,0.138519611
860.2444,0.157901658,0.138510791
858.2429,0.157847572,0.13850182
856.2421,0.157793952,0.138493301
854.2415,0.157744028,0.138488472
852.2561,0.15768941,0.138478607
850.2505,0.157637595,0.138472001
848.2505,0.157595825,0.138475313
846.2456,0.157546877,0.138471558
844.243,0.157493279,0.138463101
842.239,0.157439935,0.13845493
840.2519,0.157385827,0.138445613
838.2528,0.157332654,0.138437501
836.2548,0.157279225,0.13842911
834.2531,0.157230299,0.138425304
832.2538,0.157176552,0.138416624
830.2522,0.157119896,0.138405086
828.2497,0.157069567,0.138399896
826.2447,0.157013485,0.138389008
824.2432,0.156960778,0.138381418
822.226,0.156912149,0.138378258
820.1997,0.156869126,0.13838091
818.1944,0.156825147,0.138382133
816.1829,0.156773842,0.13837617
814.1797,0.15672379,0.138371272
812.1777,0.156679939,0.138372548
810.1741,0.156633645,0.138371418
808.1739,0.156582447,0.138365306
806.1776,0.156529762,0.13835762
804.1787,0.15647525,0.138348166
802.1798,0.156416109,0.138334082
800.1772,0.156358285,0.138321399
798.1774,0.156302797,0.138310988
796.1731,0.156240471,0.138293841
794.1713,0.156184324,0.138282818
792.1754,0.156126627,0.138270111
790.1931,0.156066977,0.138255143
788.1898,0.156011998,0.138245321
786.1894,0.155951795,0.13823021
784.1852,0.155900214,0.138223806
782.1816,0.155846871,0.138215626
780.1785,0.155793442,0.13820735
778.1757,0.155753902,0.138212954
776.1777,0.155703489,0.138207579
774.1931,0.155648064,0.138196889
772.1903,0.155594317,0.138188287
770.1862,0.155549213,0.138188358
768.1839,0.155499352,0.138183631
766.1817,0.155448302,0.138177713
764.1829,0.155397401,0.138171866
762.1833,0.15533809,0.138157629
760.1849,0.155284513,0.138149098
758.1882,0.155235629,0.138145222
756.1873,0.155189144,0.13814384
754.1907,0.155133295,0.138132996
752.1973,0.155065342,0.138109976
750.1992,0.15500516,0.138094834
748.1998,0.154949821,0.138084563
746.2133,0.154891168,0.138070689
744.2138,0.154832579,0.138057171
742.2166,0.154774904,0.138044514
740.2136,0.154720392,0.138035153
738.2157,0.154671572,0.138031367
736.2116,0.154619545,0.138024515
734.2093,0.154559852,0.138009956
732.2092,0.154500903,0.137996091
730.2085,0.154450213,0.1379905
728.2233,0.154403474,0.137988509
726.2247,0.154348538,0.137978624
724.2169,0.154284258,0.137959602
722.2095,0.154231637,0.13795223
720.2158,0.154189654,0.137955187
718.2035,0.154139984,0.137950877
716.2104,0.154082096,0.137937916
714.2072,0.154026353,0.137927327
712.2057,0.153969952,0.137916042
710.2173,0.153910195,0.137901106
708.2123,0.153849398,0.137885503
706.2207,0.15379546,0.137876458
704.2162,0.153738485,0.137864667
702.209,0.153671721,0.137843147
700.217,0.153613599,0.137829928
698.2177,0.153554289,0.137815683
696.2267,0.153498652,0.137804926
694.219,0.153451339,0.137802869
692.2271,0.153396509,0.137792939
690.2208,0.153332038,0.137773692
688.231,0.153272876,0.137759382
686.2242,0.153219724,0.137751465
684.2328,0.15317377,0.1377504
682.234,0.153124758,0.137746444
680.2297,0.15307339,0.137740254
678.2406,0.153023593,0.137735294
