Field,Moment,MomentParasub
1000.391,0.016085326,0.000962799
998.8437,0.015989837,0.0008907
992.7276,0.015940502,0.00093382
986.7159,0.015877418,0.000961613
981.0796,0.015808484,0.00097788
975.7694,0.015734793,0.000984461
970.5858,0.015658554,0.000986581
965.5219,0.015588336,0.000992912
960.4598,0.015516457,0.000997555
955.4484,0.015440813,0.000997667
950.4119,0.015363273,0.000996261
945.4154,0.015289138,0.000997657
940.3895,0.015208417,0.00099291
935.4009,0.015130839,0.000990743
930.4084,0.015058026,0.000993399
925.3843,0.014984713,0.000996033
920.3961,0.014910361,0.000997087
915.3743,0.014835274,0.000997912
910.3819,0.014759404,0.00099751
905.3555,0.014682618,0.000996706
900.3667,0.014610446,0.000999949
895.3461,0.014533878,0.000999274
890.3647,0.01445662,0.000997318
885.3785,0.014381561,0.000997634
880.3552,0.014306294,0.000998303
875.3715,0.014232811,0.001000156
870.3555,0.014152826,0.000995996
865.3678,0.014073191,0.000991758
860.3505,0.01399448,0.000988891
855.3714,0.013921157,0.000990836
850.3517,0.013849665,0.000995225
845.3571,0.013773162,0.000994223
840.3413,0.013696829,0.000993712
835.3574,0.013616892,0.000989114
830.3353,0.013544484,0.000992624
825.3248,0.013471851,0.000995732
820.2828,0.013397065,0.000997165
815.2874,0.01332294,0.000998554
810.2651,0.01324674,0.000998273
805.2757,0.013169208,0.000996165
800.2553,0.013094451,0.000997299
795.2687,0.013019383,0.000997611
790.2778,0.012939049,0.000992723
785.2775,0.012857224,0.000986485
780.2524,0.012784363,0.000989588
775.2625,0.012713447,0.000994102
770.2392,0.012636246,0.000992836
765.2559,0.012562301,0.000994221
760.2395,0.012482769,0.00099052
755.2651,0.012407747,0.000990695
750.253,0.012333226,0.00099194
745.2699,0.012257639,0.00099168
740.2523,0.012181032,0.000990923
735.2718,0.012106021,0.000991199
730.2552,0.012030678,0.000991691
725.2731,0.011954355,0.00099068
720.2503,0.011878466,0.000990718
715.2702,0.011808748,0.000996283
710.251,0.011732802,0.00099621
705.2676,0.011655657,0.000994398
700.2516,0.011580995,0.00099556
695.2668,0.011508049,0.000997968
690.2519,0.011431801,0.000997528
685.269,0.011353553,0.000994605
680.2871,0.011274106,0.000990467
675.2668,0.011195291,0.000987542
670.2806,0.011125035,0.000992661
665.2633,0.011055157,0.000998627
660.2725,0.010977645,0.000996559
655.2855,0.010901944,0.000996245
650.2674,0.010825234,0.000995391
645.2814,0.010747117,0.000992646
640.265,0.010668595,0.000989955
635.2863,0.010591818,0.000988439
630.2651,0.010518486,0.000991011
625.2792,0.010444758,0.000992652
620.242,0.010371766,0.000995805
615.2108,0.010294697,0.000994791
610.213,0.010215589,0.000991234
605.2254,0.010140436,0.000991476
600.2065,0.01006885,0.000995758
595.2181,0.009986977,0.000989294
590.203,0.009912702,0.00099083
585.1884,0.009837596,0.000991527
580.2057,0.009761423,0.000990676
575.194,0.009684892,0.000989905
570.2094,0.009611315,0.000991678
565.1929,0.00953517,0.000991366
560.2107,0.009460253,0.000991763
555.1927,0.009387949,0.000995315
550.2018,0.009311161,0.000993971
545.2201,0.009234483,0.0009926
540.2022,0.00915454,0.000988511
535.2178,0.009077074,0.000986392
530.201,0.009001388,0.000986543
525.2162,0.008923197,0.000983705
520.1957,0.008849677,0.000986079
515.2091,0.008777693,0.000989475
510.1934,0.008705688,0.000993291
505.2157,0.0086292,0.000992048
500.2066,0.008546765,0.000985334
495.2268,0.00846956,0.000983407
490.2102,0.008398648,0.000988328
485.227,0.008324602,0.000989612
480.2121,0.008248261,0.000989079
475.2284,0.008168077,0.000984232
470.2091,0.008087554,0.000979584
465.228,0.008018065,0.000985392
460.2065,0.007944561,0.000987796
455.2233,0.007864431,0.000982996
450.2093,0.00778307,0.000977429
445.2248,0.007706503,0.00097621
440.186,0.007631241,0.000977118
435.2025,0.007559509,0.00098072
430.2266,0.007481784,0.000978214
425.2102,0.007402988,0.000975248
420.2305,0.007327946,0.000975483
