wkt_geom,field_1,fieldStation,type,easting,northing,notes,strike,dip,assocTrend,assocPlunge,rake,trend,plunge,featureType,foliationType,otherStructure,otherStructureType,hingeTrend,hingePlunge,axialPlaneStrike,axialPlaneDip,sampleme,sampleOrientationNote,imageID,imageID2,imageID3,imageID4,imageID5,imageID6,imageID7,imageID8,imageID9,imageID10
Point (119.94043700000000285 -21.35716400000000093),1442,AME 18 fieldstation-578,Point,119.940437,-21.357164,Gets_cut_out_along_strike,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,
Point (119.93986700000000667 -21.35679000000000016),1445,AME 18 fieldstation-581,Point,119.939867,-21.35679,,291,89,0,0,0,0,0,bedding,,,,0,0,0,0,,,,,,,,,,,,
Point (119.93986700000000667 -21.35679000000000016),1446,AME 18 fieldstation-581,Point,119.939867,-21.35679,,261,84,0,0,0,0,0,foliation,crenulation_cl,,,0,0,0,0,,,,,,,,,,,,
Point (119.93941200000000435 -21.35663800000000023),1447,AME 18 fieldstation-582,Point,119.939412,-21.356638,,314,82,0,0,0,0,0,bedding,,,,0,0,0,0,,,,,,,,,,,,
Point (119.93941200000000435 -21.35663800000000023),1448,AME 18 fieldstation-582,Point,119.939412,-21.356638,,244,67,0,0,0,0,0,foliation,crenulation_cl,,,0,0,0,0,,,,,,,,,,,,
Point (119.93935600000000363 -21.35660000000000025),1449,AME 18 fieldstation-583,Point,119.939356,-21.3566,Slightly_different_unit_than_previous_spot;_appears_;ore_mafic_and_to_weather_differently;_both_are_finely_lamited_schists,286,85,0,0,0,0,0,bedding,,,,0,0,0,0,,,15308471868914.jpg,,,,,,,,,
Point (119.93934900000000709 -21.35661999999999949),1450,AME 18 fieldstation-584,Point,119.939349,-21.35662,,295,86,0,0,0,0,0,bedding,,,,0,0,0,0,,,,,,,,,,,,
Point (119.93934900000000709 -21.35661999999999949),1451,AME 18 fieldstation-584,Point,119.939349,-21.35662,,237,85,0,0,0,0,0,foliation,crenulation_cl,,,0,0,0,0,,,,,,,,,,,,
Point (119.93918499999999483 -21.35641999999999996),1453,AME 18 fieldstation-585,Point,119.939185,-21.35642,,84,89,0,0,0,0,0,foliation,crenulation_cl,,,0,0,0,0,,,,,,,,,,,,
Point (119.93898199999999576 -21.35640899999999931),1455,AME 18 fieldstation-586,Point,119.938982,-21.356409,,233,87,0,0,0,0,0,foliation,crenulation_cl,,,0,0,0,0,,,,,,,,,,,,
Point (119.94192900000000179 -21.35600900000000024),1790,AME18FieldStation-384,Point,119.941929,-21.356009,Crenulations_with_cleavage_crosscutting;_some_folding.,0,0,0,0,0,0,0,,,,,0,0,0,0,,,15300635030291.jpg,,,,,,,,,
