Name	Field	Freq.	Km	L	F	P	Pj	T	U	K1dec	K1inc	K2dec	K2inc	K3dec	K3inc	K11	K22	K33	K12	K23	K13
AME16189_C1	423	F1	904.8183	1.029	1.078	1.11	1.113	0.451	0.43	300.8	55.3	183.3	17.7	83.2	28.7	1.01648	0.96585	1.01768	-0.01086	-0.04264	0.00337
AME16189_C2	423	F1	867.1846	1.04	1.052	1.094	1.094	0.125	0.103	177.6	22.8	283.3	32.8	59.5	48.2	1.03161	0.98679	0.9816	-0.01107	-0.02059	-0.02687
AME16189_D1	423	F1	807.193	1.021	1.092	1.114	1.122	0.622	0.605	161.2	35.1	284.1	37.7	44.1	32.9	1.00304	0.99379	1.00317	-0.03452	-0.02405	-0.03756
AME16191_A1	423	F1	64.19798	1.01	1.008	1.018	1.018	-0.107	-0.111	166.7	38.4	275.9	22.5	28.8	43.2	1.0019	0.99866	0.99944	-0.0032	-0.00081	-0.00831
AME16191_B1	423	F1	82.67728	1.038	1.059	1.1	1.1	0.206	0.183	149.1	18.9	240.1	3	338.9	70.8	1.026	1.01413	0.95987	-0.01322	0.01234	-0.0264
AME16191_C1	423	F1	159.1932	1.018	1.028	1.046	1.047	0.202	0.191	227.7	39	108.1	31.4	352.6	35.2	0.99021	1.00864	1.00115	0.0078	-0.00498	-0.0186
AME16191_D1	423	F1	184.1328	1.003	1.069	1.072	1.082	0.904	0.901	142.4	61	237.9	3	329.5	28.8	0.98379	1.00809	1.00813	0.02166	0.01496	-0.02507
AME16191_D2	423	F1	168.2702	1.002	1.044	1.046	1.053	0.919	0.918	144.2	49.3	234.3	0	324.3	40.7	0.99796	1.00558	0.99645	0.01134	0.01297	-0.01803
AME16192_A1	423	F1	4942.878	1.037	1.061	1.1	1.101	0.241	0.218	188.3	32.2	42	52.9	289	16.5	1.02721	0.96006	1.01273	0.02008	0.01243	-0.0216
AME16192_A2	423	F1	4737.603	1.048	1.052	1.102	1.102	0.036	0.012	187.4	33.7	41.3	51.2	289.1	16.9	1.02825	0.96073	1.01102	0.01817	0.0101	-0.02649
AME16192_B1	423	F1	4961.968	1.029	1.06	1.091	1.093	0.334	0.315	213.1	58.2	63.5	28.1	326.1	13.6	0.97782	0.9948	1.02738	0.02868	0.00001	-0.02194
AME16192_C1	423	F1	3740.231	1.044	1.048	1.094	1.094	0.037	0.014	200.4	58.4	82.2	16.2	344	26.3	0.9772	0.99912	1.02367	0.01369	-0.0019	-0.03595
AME16192_D1	423	F1	3473.018	1.031	1.052	1.085	1.086	0.246	0.227	199.6	62.5	68.9	18.7	332	19.3	0.97749	0.99715	1.02536	0.02045	0.00299	-0.02584
AME16192_D2	423	F1	3271.206	1.037	1.047	1.087	1.087	0.115	0.094	200.6	57.7	69.8	22.5	330.2	22	0.98265	0.99427	1.02308	0.0204	0.00186	-0.02956
AME16193_A1	423	F1	4727.752	1.032	1.084	1.118	1.122	0.438	0.415	188.2	38.6	49.5	43.3	297	22.1	1.02082	0.96236	1.01682	0.02999	0.02206	-0.02799
AME16193_A2	423	F1	6164.928	1.042	1.063	1.107	1.108	0.201	0.176	196.2	28.3	54.1	55.7	296.1	17.7	1.02538	0.96478	1.00984	0.03016	0.01067	-0.02439
AME16193_B1	423	F1	6583.508	1.045	1.066	1.113	1.114	0.182	0.156	241.4	48	102.2	34.2	356.9	21.2	0.95661	1.02095	1.02244	0.01133	-0.01858	-0.03155
AME16193_B2	423	F1	7136.716	1.024	1.099	1.126	1.133	0.595	0.576	238.6	53.5	98.1	29.7	356.7	19.2	0.94301	1.02853	1.02846	0.00865	-0.00845	-0.03476
AME16193_C1	423	F1	5435.566	1.036	1.071	1.11	1.112	0.317	0.293	191	22.1	71.4	50.6	295	30.8	1.03158	0.97065	0.99777	0.02485	0.02427	-0.025
AME16193_C2	423	F1	5637.261	1.028	1.091	1.122	1.127	0.513	0.491	170.2	40.7	47.5	32.1	293.7	32.7	1.02499	0.96881	1.00621	0.01931	0.03766	-0.02956
AME16202_A1	423	F1	2886.667	1.021	1.084	1.107	1.113	0.589	0.572	214.4	52.3	85.4	25.9	342.2	25.3	0.96611	1.01569	1.0182	0.0226	0.00349	-0.03769
AME16202_B1	423	F1	3806.547	1.059	1.102	1.168	1.17	0.259	0.222	177.8	47.3	271.2	3.1	4.1	42.5	0.98801	1.01118	1.00081	-0.00466	-0.00216	-0.07646
AME16202_C1	423	F1	3058.399	1.064	1.121	1.192	1.195	0.297	0.257	209.6	26.5	103.3	29.5	333.7	48.4	1.01528	1.01805	0.96666	0.04136	0.01129	-0.07102
AME16202_C2	423	F1	2235.818	1.015	1.089	1.106	1.114	0.701	0.689	214.3	30.7	105.3	28.8	341.4	45.4	0.99351	1.02219	0.9843	0.01778	0.00953	-0.04527
AME16202_D1	423	F1	3267.474	1.005	1.099	1.104	1.118	0.9	0.895	214.4	28.5	104	32.7	335.8	43.8	0.99177	1.02233	0.9859	0.01981	0.0177	-0.04394
AME16202_D2	423	F1	2907.492	1.055	1.047	1.104	1.104	-0.074	-0.099	227.5	27	115.2	36.6	344.3	41.4	0.9932	1.01834	0.98847	0.02803	-0.01024	-0.03616
AME16204_A1	423	F1	5311.851	1.012	1.064	1.077	1.083	0.673	0.663	355.2	28.9	114.1	41.2	242.3	35.2	1.01683	0.98437	0.9988	-0.01755	0.02504	0.01859
AME16204_A2	423	F1	3343.458	1.037	1.079	1.119	1.121	0.35	0.326	157.7	7.4	53.7	61.7	251.6	27.2	1.03789	0.96478	0.99733	-0.03052	0.03028	0.00504
AME16204_B1	423	F1	3736.94	1.016	1.08	1.097	1.105	0.658	0.644	141.9	31.9	22.3	38.4	258.1	35.4	1.02491	0.97612	0.99897	-0.01587	0.03946	0.0016
AME16204_B2	423	F1	3740.333	1.017	1.075	1.093	1.099	0.62	0.607	160.8	3.8	63.6	62.3	252.8	27.4	1.02836	0.96871	1.00293	-0.02113	0.02801	0.00747
AME16204_C1	423	F1	4065.791	1.035	1.054	1.091	1.091	0.205	0.184	132.2	17.5	25.7	41.8	239.3	43	1.01262	1.00269	0.98469	-0.02801	0.0295	0.00623
AME16204_C2	423	F1	4486.937	1.027	1.087	1.116	1.122	0.518	0.498	138.8	18.2	37.8	30	255.6	53.9	1.03025	1.00223	0.96752	-0.01904	0.04294	0.00356
AME16205_A1	423	F1	2197.567	1.068	1.049	1.12	1.12	-0.155	-0.182	9.4	80.7	269.7	1.6	179.5	9.2	0.94959	0.99315	1.05726	0.00068	0.00167	0.01783
AME16205_B1	423	F1	619.2285	1.045	1.011	1.056	1.059	-0.611	-0.62	152.9	65.3	265.1	9.9	359.2	22.4	0.98604	0.99036	1.02361	-0.00301	0.00768	-0.01857
AME16205_B2	423	F1	797.575	1.011	1.069	1.081	1.088	0.723	0.713	251.1	37.4	83.1	52	345.6	5.9	0.95777	1.02052	1.02172	0.01791	-0.00337	-0.00822
AME16205_C1	423	F1	888.5517	1.048	1.041	1.091	1.091	-0.078	-0.099	165.3	42.4	303	39	52.8	22.7	1.00935	0.97754	1.01311	-0.02253	-0.00512	-0.03162
AME16205_C2	423	F1	578.8329	1.025	1.046	1.072	1.073	0.301	0.285	164.5	38.9	306.7	44.3	57.4	19.9	1.00908	0.97974	1.01117	-0.02166	-0.00878	-0.01931
AME16206_A1	423	F1	1126.86	1.087	1.049	1.14	1.142	-0.277	-0.307	110.6	48.5	201.5	0.8	292.2	41.5	0.98752	0.99763	1.01485	-0.00349	0.06102	-0.02358
AME16206_A2	423	F1	3517.444	1.109	1.063	1.179	1.182	-0.259	-0.297	104.2	51.8	206.1	9.2	303	36.7	0.97491	0.99597	1.02911	0.00727	0.07417	-0.02811
AME16202_B1	423	F1	2482.635	1.06	1.046	1.109	1.109	-0.132	-0.158	178	12.6	67.2	57.8	275.1	29.1	1.05117	0.96171	0.98713	0.00096	0.01885	-0.01434
AME16202_B2	423	F1	2922.569	1.043	1.1	1.147	1.151	0.383	0.354	185.9	22.6	66.8	49.5	290.7	31.6	1.04483	0.95795	0.99722	0.02595	0.03691	-0.0301
AME16206_C1	423	F1	621.7211	1.04	1.044	1.085	1.085	0.042	0.021	172.2	38.2	69.2	16	321.1	47.4	1.01326	0.99347	0.99327	0.00606	0.01571	-0.03553
AME16206_D1	423	F1	792.5014	1.056	1.09	1.151	1.152	0.222	0.188	158.9	34.8	48.7	26.5	290.3	43.6	1.0369	0.97538	0.98772	0.00132	0.04846	-0.03919
AME16208_A1	423	F1	2077.493	1.025	1.097	1.124	1.131	0.578	0.559	207.3	31.5	104.7	19.6	347.9	51.6	1.00295	1.02386	0.97319	0.01463	0.00395	-0.05286
AME16208_B1	423	F1	2001.929	1.04	1.088	1.132	1.135	0.368	0.341	198.3	38	90.3	21.5	337.8	44.2	1.0003	1.01038	0.98932	0.02224	0.00936	-0.05666
AME16208_B2	423	F1	1849.95	1.008	1.094	1.104	1.116	0.829	0.821	245.2	9.4	148.6	34.4	348.4	54	0.99874	1.03234	0.96892	0.00927	0.00722	-0.04185
AME16208_C1	423	F1	1253.52	1.052	1.055	1.11	1.11	0.03	0.004	202.5	21.6	108.2	10.7	353.5	65.6	1.0297	1.00662	0.96368	0.01693	-0.00461	-0.03609
AME16208_C2	423	F1	594.0306	1.045	1.052	1.1	1.1	0.069	0.046	221.6	28.7	109.9	34.1	341.7	42.4	0.99651	1.01417	0.98932	0.02538	-0.00493	-0.03775
AME16209_A1	423	F1	1457.783	1.009	1.073	1.083	1.091	0.774	0.766	143.2	34.9	32.3	27.1	273.8	43	1.0239	0.98535	0.99075	-0.00049	0.03717	-0.00578
AME16209_B1	423	F1	1605.155	1.039	1.074	1.116	1.118	0.294	0.269	351.5	6.7	91.7	56.5	257.2	32.7	1.04581	0.96401	0.99017	-0.01637	0.02995	0.01153
AME16209_B2	423	F1	831.8434	1.009	1.083	1.092	1.102	0.803	0.795	344.8	5	80.2	47.4	250.2	42.2	1.02637	0.98572	0.98791	-0.01587	0.03634	0.01386
AME16209_C1	423	F1	1279.215	1.05	1.086	1.14	1.142	0.259	0.229	77.6	52	174	5	267.8	37.5	1.01073	0.97782	1.01145	0.00207	0.06245	0.00668
AME16209_C2	423	F1	1435.766	1.033	1.048	1.082	1.083	0.182	0.163	153.8	19.2	47.5	38.8	264.1	45	1.02767	0.98739	0.98494	-0.014	0.02727	-0.00679
AME16211_A1	423	F1	2182.488	1.043	1.152	1.202	1.212	0.541	0.508	207.2	44.9	112.1	5.1	17	44.6	0.98519	1.02926	0.98555	-0.01021	-0.03003	-0.08472
AME16211_A2	423	F1	2856.464	1.063	1.118	1.189	1.192	0.293	0.253	203.6	44.5	294	0.4	24.5	45.5	0.99799	1.01062	0.99139	-0.00801	-0.03509	-0.0782
AME16211_B1	423	F1	3341.314	1.114	1.159	1.292	1.293	0.155	0.093	174.6	26.6	25.7	59.6	271.5	13.5	1.09879	0.87779	1.02342	-0.00516	0.03576	-0.04673
AME16211_B2	423	F1	2927.626	1.116	1.16	1.295	1.297	0.149	0.086	171.9	18.4	37.7	64.5	267.7	17.1	1.11058	0.88238	1.00704	-0.0199	0.04399	-0.0332
AME16211_C1	423	F1	3532.939	1.099	1.146	1.26	1.261	0.179	0.123	188.1	7.4	88.5	52	283.7	37	1.10149	0.934	0.96451	0.03251	0.05819	-0.0273
AME16211_C2	423	F1	4499.806	1.093	1.229	1.344	1.354	0.397	0.334	203.5	11.5	86.8	65.6	298	21.2	1.07299	0.9162	1.01081	0.10319	0.04983	-0.04769
