Name	Field	Freq.	Km	L	F	P	Pj	T	U	K1dec	K1inc	K2dec	K2inc	K3dec	K3inc	K11	K22	K33	K12	K23	K13
AME16157_D1	423	F1	135.2327	1.014	1.101	1.116	1.127	0.746	0.734	231.3	23.1	338.6	34.8	115	46.1	1.02325	0.99689	0.97986	0.02324	-0.04665	0.01657
AME16157_E1	423	F1	175.351	1.044	1.058	1.104	1.105	0.137	0.113	277.9	41.9	18.3	11.4	120.3	45.9	0.9974	1.00768	0.99492	0.00832	-0.04532	0.01684
AME16158_A1	423	F1	92.55994	1.091	1.039	1.134	1.137	-0.386	-0.412	309.1	26.3	54.8	28.6	184	49.2	0.99533	1.02579	0.97888	-0.03624	-0.0263	0.04075
AME16158_B2	423	F1	1817.467	1.229	1.009	1.239	1.275	-0.92	-0.928	291.8	38.5	44.1	25.6	158.5	40.8	0.94568	1.04365	1.01067	-0.04344	-0.09778	0.04216
AME16158_B1	423	F1	2700.218	1.239	1.028	1.273	1.302	-0.774	-0.797	281.1	35.8	93.5	54	188.5	3.7	0.91507	1.07469	1.01023	-0.03147	-0.10349	0.02202
AME16158_C1	423	F1	181.254	1.136	1.055	1.199	1.205	-0.407	-0.444	328.3	10.2	198	74.4	60.4	11.7	1.05373	0.97136	0.97492	-0.07844	-0.02098	0.01475
AME16158_C2	423	F1	5122.617	1.21	1.198	1.45	1.45	-0.027	-0.12	288.3	30.9	46.4	38.2	172	36.5	0.89692	1.12065	0.98243	-0.03091	-0.09754	0.10577
AME16158_D1	423	F1	832.4933	1.05	1.137	1.194	1.201	0.449	0.413	300	23.7	135.3	65.5	32.6	5.7	0.94793	1.02092	1.03115	-0.0742	-0.02298	-0.00087
AME16159_A1	423	F1	39.81758	1.085	1.095	1.188	1.188	0.053	0.01	291.5	65.6	101.5	24.1	193.2	3.8	0.92064	1.0087	1.07066	-0.02409	-0.02849	0.01728
AME16159_B1	423	F1	75.28104	1.037	1.032	1.07	1.071	-0.076	-0.093	298	53.4	104.7	35.9	199.4	6.4	0.97365	1.00486	1.02149	-0.01505	-0.0146	0.01158
AME16159_C1	423	F1	48.63915	1.008	1.033	1.042	1.044	0.614	0.607	308.9	4.2	90.2	84.6	218.7	3.4	0.99153	1.00032	1.00816	-0.01977	0.00075	0.00188
AME16159_D1	423	F1	80.12993	1.01	1.06	1.071	1.076	0.697	0.688	348.5	69.4	137.8	17.9	231	9.9	0.99481	0.98205	1.02314	-0.02743	0.00681	0.00948
AME16160_A1	423	F1	7145.976	1.055	1.053	1.111	1.111	-0.014	-0.04	239.6	83.4	130.9	2.1	40.6	6.3	0.96996	0.97789	1.05215	-0.02441	-0.00902	-0.00736
AME16160_A2	423	F1	7461.123	1.051	1.056	1.11	1.11	0.044	0.018	256.1	87.1	122.8	2	32.7	2.1	0.96323	0.9853	1.05148	-0.02399	-0.0035	-0.00222
AME16160_B1	423	F1	6294.851	1.036	1.082	1.121	1.124	0.386	0.362	226.8	80	118.6	3.2	28.1	9.5	0.95574	0.99763	1.04663	-0.03061	-0.01041	-0.0153
AME16160_B2	423	F1	6104.651	1.028	1.073	1.103	1.106	0.442	0.422	270.4	74	121.5	13.8	29.5	8	0.96245	0.99935	1.0382	-0.02903	-0.01209	-0.00819
AME16160_C1	423	F1	6787.848	1.048	1.065	1.116	1.117	0.152	0.125	158	73.3	306	14.3	38.2	8.5	0.97071	0.9821	1.04718	-0.03066	-0.00063	-0.01932
AME16160_C2	423	F1	6993.66	1.039	1.067	1.109	1.11	0.256	0.232	178.9	82.5	306.3	4.6	36.8	5.9	0.96836	0.98544	1.0462	-0.03013	-0.0038	-0.01033
AME16161_A1	423	F1	9624.677	1.065	1.163	1.239	1.246	0.408	0.363	125.9	83.1	289.1	6.6	19.4	2	0.89813	1.01038	1.09149	-0.04533	0.00488	-0.00942
AME16161_C1	423	F1	12661.82	1.025	1.134	1.162	1.175	0.674	0.653	317.9	72.2	118.5	16.9	210.2	5.6	0.94324	1.00264	1.05412	-0.05365	0.00094	0.01576
AME16161_C2	423	F1	11918.49	1.038	1.151	1.195	1.207	0.584	0.554	330.5	82.8	116.2	6	206.6	4.1	0.92472	1.00535	1.06994	-0.05437	0.00189	0.01279
AME16161_B1	423	F1	10764.45	1.031	1.17	1.206	1.223	0.678	0.652	125.6	78.7	301.1	11.3	31.2	0.9	0.92969	0.99995	1.07036	-0.06763	0.00376	-0.00554
AME16161_B2	423	F1	10200.67	1.033	1.154	1.191	1.205	0.633	0.606	271	82.6	123.8	6.2	33.3	3.9	0.93892	0.99384	1.06724	-0.06296	-0.00948	-0.00783
AME16162_A1	423	F1	1636.084	1.108	1.064	1.179	1.181	-0.247	-0.285	93.6	84.1	289.8	5.6	199.6	1.6	0.93176	0.97868	1.08956	-0.01879	0.01137	0.00091
AME16162_B1	423	F1	4693.704	1.125	1.272	1.432	1.442	0.343	0.263	42.9	75	289.4	6.1	198	13.7	0.84667	1.0148	1.13853	-0.05681	0.03756	0.0718
AME16162_B2	423	F1	2028.397	1.13	1.136	1.284	1.284	0.021	-0.042	340.7	67.7	142.4	21.3	234.9	6.4	0.97424	0.9196	1.10617	-0.06132	-0.00428	0.05061
AME16162_B3	423	F1	1559.027	1.094	1.022	1.118	1.126	-0.618	-0.635	16.5	78.9	120.5	2.7	211	10.8	0.96466	0.97113	1.06421	-0.00783	0.0069	0.01996
AME16162_C1	423	F1	1507.186	1.131	1.082	1.224	1.226	-0.219	-0.266	93.4	71.2	271.2	18.8	1.5	0.7	0.90756	0.99522	1.09722	-0.00267	0.03916	-0.00318
AME16164_A1	423	F1	9907.218	1.13	1.144	1.293	1.293	0.05	-0.014	234.7	46.5	122.3	20	16.5	36.8	0.94504	1.03321	1.02175	0.00697	-0.06994	-0.0952
AME16164_A2	423	F1	8915.645	1.171	1.06	1.241	1.25	-0.462	-0.504	226.3	46.4	121.8	13.5	20	40.5	0.97295	1.00056	1.02649	0.02907	-0.06857	-0.08191
AME16164_A3	423	F1	6391.573	1.08	1.142	1.233	1.236	0.265	0.216	241.7	46.3	144	7.3	47.2	42.8	0.99225	1.00856	0.99919	-0.01763	-0.08185	-0.06197
AME16164_B1	423	F1	7647.321	1.22	1.074	1.31	1.323	-0.471	-0.523	240.6	52.5	131.4	14.1	31.7	33.9	0.93802	0.99839	1.06359	0.01292	-0.10398	-0.0755
AME16164_B2	423	F1	7365.785	1.202	1.035	1.244	1.265	-0.688	-0.716	226.8	60.9	125.3	6.3	31.9	28.3	0.95026	0.96397	1.08576	0.01162	-0.06634	-0.06697
AME16164_C1	423	F1	11265.57	1.126	1.025	1.154	1.165	-0.661	-0.681	210.1	54.4	356.6	30.8	96.5	16	0.9977	0.95631	1.04599	0.02027	-0.03497	-0.04923
AME16164_C2	423	F1	7982.18	1.183	1.095	1.296	1.301	-0.296	-0.355	242.8	48.2	146.3	5.8	51.1	41.2	0.9667	1.00256	1.03074	0.00871	-0.11096	-0.06647
AME16165_A1	423	F1	6731.448	1.115	1.042	1.162	1.168	-0.446	-0.476	79.2	62	214.7	20.8	311.8	17.9	0.96088	0.97971	1.05941	0.0224	0.05415	0.00098
AME16165_A2	423	F1	6384.77	1.146	1.037	1.188	1.199	-0.583	-0.611	71.7	75.2	188.2	6.7	279.7	13.1	0.96441	0.94139	1.0942	0.00812	0.04046	0.00966
AME16165_B1	423	F1	6005.213	1.088	1.034	1.125	1.129	-0.431	-0.455	7.5	81.9	172.8	7.9	263.1	2	0.98318	0.95005	1.06677	-0.00364	0.00273	0.01216
AME16165_B2	423	F1	5520.32	1.039	1.049	1.089	1.089	0.113	0.092	319.4	32.6	183.9	48.1	65.3	23.2	1.01155	0.98184	1.00661	-0.0284	-0.0267	0.0063
AME16165_C1	423	F1	7660.794	1.074	1.013	1.088	1.095	-0.688	-0.699	192.3	79.4	81.9	3.8	351.2	9.9	0.97032	0.97995	1.04973	0.00239	-0.00248	-0.015
AME16165_C2	423	F1	7558.429	1.012	1.075	1.088	1.096	0.707	0.696	341.1	27.1	164.9	62.9	71.9	1.5	1.02165	0.9563	1.02205	-0.02407	-0.00345	0.00431
AME16165C3	423	F1	6822.91	1.102	1.012	1.116	1.127	-0.775	-0.785	244.2	83.3	40.7	6.1	131	2.7	0.96609	0.96526	1.06865	0.00641	-0.01076	-0.00463
AME16166_A2	423	F1	1740.542	1.073	1.022	1.096	1.101	-0.531	-0.547	222.9	53.4	102	20.9	0	28.6	0.98065	0.99496	1.0244	0.01271	-0.02335	-0.03388
AME16166_A1	423	F1	1967.181	1.055	1.023	1.079	1.082	-0.405	-0.421	204.8	35.5	7.5	53.2	108.8	8.3	1.01675	0.97605	1.0072	0.02039	-0.01384	-0.02243
AME16166_B1	423	F1	1962.763	1.069	1.029	1.1	1.103	-0.406	-0.426	216.7	54.4	64.4	32.3	325.9	13.2	0.98339	0.98647	1.03014	0.02316	-0.01589	-0.03092
AME16166_B2	423	F1	1554.202	1.044	1.018	1.063	1.065	-0.415	-0.428	199.6	47.5	298	7.6	34.8	41.5	1.00233	0.99026	1.00741	0.00169	-0.0123	-0.02777
AME16166_B3	423	F1	1045.167	1.073	1.021	1.096	1.101	-0.543	-0.559	219.1	54.4	314.1	3.5	46.6	35.4	0.99105	0.98531	1.02364	0.00518	-0.02855	-0.03312
AME16166_C1	423	F1	1495.804	1.055	1.018	1.073	1.077	-0.507	-0.52	224.1	52.5	315	0.7	45.5	37.5	0.99271	0.99186	1.01543	0.00462	-0.02406	-0.02456
AME16166_C2	423	F1	2191.763	1.045	1.03	1.076	1.076	-0.196	-0.213	214.5	45.8	89.6	29.1	340.9	30	0.9902	0.99943	1.01037	0.01674	-0.00848	-0.03001
AME16167_A1	423	F1	12452.51	1.036	1.076	1.115	1.117	0.344	0.32	281.5	73.2	127	15.2	35.1	6.9	0.9646	0.99121	1.04419	-0.03369	-0.01482	-0.00491
AME16167_A2	423	F1	15103.04	1.094	1.153	1.261	1.264	0.229	0.173	133	41.9	289.3	45.5	31.9	12.1	0.94482	1.00542	1.04976	-0.08394	0.01997	-0.05552
AME16167_B1	423	F1	9712.119	1.049	1.116	1.17	1.175	0.393	0.36	168.6	82.4	307.7	5.7	38.2	4.9	0.95477	0.97851	1.06673	-0.05115	-0.0043	-0.01343
AME16167_B2	423	F1	7717.516	1.046	1.077	1.126	1.128	0.245	0.217	271.6	82.9	132.7	5.4	42.3	4.6	0.9694	0.9769	1.0537	-0.03561	-0.00958	-0.00413
AME16167_C1	423	F1	7532.62	1.09	1.041	1.134	1.138	-0.366	-0.393	15.9	86.8	125.2	1	215.2	3	0.95794	0.97057	1.07149	-0.01804	0.0025	0.00634
AME16167_C2	423	F1	8478.947	1.082	1.047	1.133	1.134	-0.265	-0.293	35.7	85.1	137	1	227	4.8	0.96777	0.96445	1.06777	-0.02161	0.00677	0.00817
AME16168_A1	423	F1	17028.46	1.109	1.123	1.245	1.245	0.058	0.003	40.2	73.6	133.9	1.1	224.2	16.3	0.95356	0.95488	1.09156	-0.04605	0.0395	0.04357
AME16168_B1	423	F1	14272.28	1.057	1.123	1.187	1.191	0.352	0.314	109.8	75.8	312.4	13.1	221.2	5.3	0.95558	0.97291	1.07151	-0.05589	0.01971	0.003
AME16168_B2	423	F1	14275.44	1.056	1.145	1.209	1.216	0.428	0.388	163	84.2	316.1	5.1	46.3	2.6	0.96295	0.95637	1.08068	-0.06497	-0.00259	-0.00954
AME16168_B3	423	F1	18907.51	1.043	1.187	1.238	1.253	0.605	0.571	128	56.1	323	33	228.4	7	0.97398	0.95806	1.06796	-0.08666	0.03104	0.00035
AME16168_C1	423	F1	12102.1	1.083	1.082	1.171	1.171	-0.004	-0.044	36.1	73.4	135.1	2.7	225.9	16.4	0.96847	0.96424	1.0673	-0.03148	0.02793	0.03243
AME16168_D1	423	F1	9904.07	1.077	1.102	1.187	1.187	0.137	0.095	133.5	70.6	316.7	19.4	226.3	1	0.96495	0.96113	1.07392	-0.05079	0.01868	-0.01545
AME16168_D2	423	F1	7649.53	1.046	1.094	1.144	1.147	0.335	0.305	355.6	80.3	135.6	7.5	226.5	6.2	0.97404	0.96837	1.0576	-0.04306	0.00614	0.01408
AME16169_A1	423	F1	6581.132	1.039	1.148	1.192	1.204	0.567	0.537	118.2	47.8	306.2	41.9	212.6	4	0.94121	1.00651	1.05227	-0.06754	0.02256	-0.00162
AME16169_A2	423	F1	4764.715	1.079	1.114	1.203	1.204	0.172	0.127	355	88.8	147.5	1.1	237.6	0.6	0.97805	0.93417	1.08778	-0.04679	0.00071	0.00224
AME16169_B1	423	F1	6483.93	1.071	1.143	1.223	1.228	0.323	0.277	75.2	81	320.1	3.8	229.6	8.1	0.96615	0.94785	1.086	-0.06103	0.02431	0.01438
AME16169_B2	423	F1	6456.157	1.071	1.098	1.177	1.177	0.155	0.115	23.4	78.3	144.5	6.1	235.6	9.9	0.98072	0.94708	1.0722	-0.03974	0.01824	0.02164
AME16169_C1	423	F1	5931.052	1.079	1.12	1.208	1.21	0.199	0.153	49.4	74.7	148.3	2.4	239	15.1	0.98512	0.93867	1.07621	-0.04183	0.0386	0.02714
AME16169_C2	423	F1	6716.845	1.048	1.113	1.165	1.17	0.393	0.361	45.1	74.8	302.9	3.3	212	14.8	0.95065	0.99279	1.05657	-0.04164	0.02218	0.03023
AME16170_A1	423	F1	5319.051	1.055	1.248	1.317	1.339	0.612	0.568	81.1	72.9	255.6	17	346	1.6	0.85397	1.04313	1.10291	0.04966	0.01737	-0.00297
AME16170_A2	423	F1	4949.308	1.043	1.173	1.224	1.238	0.58	0.546	61.7	64.7	254.5	24.7	162.3	4.9	0.90007	1.02827	1.07166	0.04753	0.01129	0.02077
AME16170_B1	423	F1	6578.301	1.081	1.176	1.272	1.278	0.351	0.297	276.3	78.8	133.8	8.9	42.8	6.7	0.94197	0.95671	1.10133	-0.07578	-0.02783	-0.01132
AME16170_B2	423	F1	7652.281	1.094	1.29	1.411	1.429	0.48	0.412	293.7	72.2	138.7	16.3	46.6	7.1	0.93813	0.93111	1.13075	-0.11889	-0.0472	-0.00842
AME16170_C1	423	F1	12214.7	1.178	1.225	1.443	1.444	0.108	0.017	149.6	62.8	294.5	22.8	30.5	14.1	0.90115	0.96693	1.13192	-0.09208	0.01468	-0.0999
AME16170_C2	423	F1	6776.233	1.047	1.26	1.319	1.346	0.666	0.626	145.7	74.4	313.8	15.3	44.7	3.1	0.94853	0.94979	1.10168	-0.1102	-0.00088	-0.01906
AME16171_A1	423	F1	6232.887	1.053	1.021	1.075	1.077	-0.433	-0.448	321.5	46.2	187.8	33.5	80.1	24.7	1.00409	0.98297	1.01294	-0.01501	-0.02372	0.01914
AME16171_A2	423	F1	6123.245	1.088	1.023	1.113	1.12	-0.573	-0.591	324.4	46.9	79.7	21.8	186	35	0.99057	0.9921	1.01733	-0.02062	-0.02395	0.04542
AME16171_B1	423	F1	11114.76	1.03	1.044	1.076	1.076	0.187	0.169	121.7	7.7	277.1	81.5	31.2	3.5	0.9813	1.01421	1.0045	-0.03209	0.00209	-0.00432
AME16171_B2	423	F1	6356.838	1.055	1.031	1.088	1.09	-0.272	-0.292	337.9	43.5	184.9	43.2	81.5	13.9	1.01589	0.96811	1.016	-0.01425	-0.01728	0.02435
AME16171_C1	423	F1	7493.91	1.027	1.042	1.07	1.071	0.218	0.202	351.5	55.8	160.9	33.7	254.2	4.9	1.00993	0.96729	1.02278	-0.01181	0.0015	0.01338
AME16171_C2	423	F1	6390.977	1.022	1.048	1.071	1.073	0.377	0.362	336.8	70.4	158.9	19.6	68.6	0.6	1.00414	0.9682	1.02766	-0.01671	-0.00321	0.00614
AME16172_A1	423	F1	3557.786	1.011	1.063	1.075	1.081	0.703	0.694	190.2	42.3	20.7	47.3	285	5.2	1.01828	0.96078	1.02094	0.01601	0.00434	-0.00677
AME16172_A2	423	F1	3030.959	1.027	1.089	1.119	1.124	0.518	0.497	161.8	55.6	351.9	34	258.7	4.7	1.02328	0.93987	1.03685	-0.01858	0.01076	-0.01104
AME16172_B1	423	F1	3281.823	1.057	1.06	1.12	1.12	0.031	0.003	154.7	67.6	21	15.9	286.5	15.4	1.00252	0.95302	1.04446	0.01125	0.02246	-0.02213
AME16172_B2	423	F1	3442.726	1.05	1.086	1.141	1.142	0.256	0.225	26.3	72.5	190.7	16.9	282.1	4.4	1.00999	0.9346	1.05541	0.01813	0.01245	0.01175
AME16172_C1	423	F1	3633.991	1.034	1.058	1.094	1.095	0.264	0.243	136.5	59.9	32.2	8.1	297.7	28.7	1.00248	0.9778	1.01972	0.01331	0.03076	-0.02144
AME16172_D1	423	F1	2353.158	1.045	1.071	1.12	1.121	0.218	0.191	123.6	75.4	22.7	2.8	292	14.3	0.99921	0.95509	1.0457	0.02051	0.02407	-0.01213
AME16172_D2	423	F1	2744.907	1.042	1.069	1.114	1.115	0.231	0.205	72.1	78.6	204.4	7.8	295.5	8.4	0.99575	0.95722	1.04703	0.02514	0.01631	-0.00146
AME16173_A1	423	F1	2990.384	1.033	1.136	1.174	1.185	0.591	0.565	179.1	26.4	40.8	56.4	279.1	19.2	1.05449	0.92241	1.0231	0.01682	0.03816	-0.01977
AME16173_A2	423	F1	3005.043	1.076	1.136	1.222	1.225	0.269	0.223	156.7	35.2	33.2	38	273.3	32.5	1.0578	0.9369	1.0053	-0.01371	0.06916	-0.0365
AME16173_A3	423	F1	2611.477	1.06	1.117	1.183	1.187	0.308	0.27	181.8	28.1	45.3	53.6	283.7	21.1	1.05717	0.92803	1.01479	0.02269	0.03377	-0.03371
AME16173_B1	423	F1	3507.635	1.028	1.152	1.184	1.199	0.679	0.656	219.8	25.5	117.6	23.9	350.5	53.8	1.00333	1.04439	0.95227	0.01925	0.00375	-0.07296
AME16173_C1	423	F1	2674.151	1.048	1.15	1.205	1.214	0.5	0.465	189.6	64.7	94.8	2.3	3.7	25.1	0.92762	1.02815	1.04423	-0.0057	-0.00653	-0.07012
AME16173_D1	423	F1	3210.783	1.029	1.167	1.201	1.218	0.685	0.66	345.9	37	99.3	27.8	216.1	40.4	1.00139	1.01071	0.9879	-0.04561	0.03967	0.07354
AME16174_A1	423	F1	5152.023	1.108	1.043	1.155	1.16	-0.421	-0.451	196.6	21.1	296.2	23.5	69.3	57.6	1.06121	0.97554	0.96326	0.02142	-0.02712	-0.04043
AME16174_A2	423	F1	6117.73	1.064	1.079	1.147	1.148	0.102	0.068	196.8	16.4	287.8	3.3	28.8	73.3	1.05235	1.00663	0.94103	0.01376	-0.01469	-0.03417
AME16174_B1	423	F1	945.6949	1.068	1.039	1.11	1.111	-0.256	-0.28	161.4	43.9	295.1	35.7	44.7	25	1.00587	0.97849	1.01564	-0.02596	0.00053	-0.04187
AME16174_B2	423	F1	1144.683	1.01	1.078	1.088	1.097	0.766	0.758	188.5	36.5	295.3	21.3	49	45.8	1.01215	1.00091	0.98694	-0.01676	-0.02846	-0.02893
AME16174_C1	423	F1	2070.389	1.06	1.061	1.125	1.125	0.008	-0.022	170	28.3	261.3	2.4	355.7	61.6	1.03154	1.00047	0.96799	-0.00702	0.00616	-0.04887
AME16174_C2	423	F1	2364.065	1.047	1.077	1.127	1.128	0.237	0.209	163	27.5	270.7	30.3	39.3	46.9	1.02201	0.99795	0.98004	-0.02681	-0.01708	-0.04608
AME16175_A1	423	F1	6573.803	1.067	1.04	1.11	1.111	-0.249	-0.273	162.2	47.9	40.9	25.1	294.4	31.3	1.01282	0.97027	1.01691	0.00172	0.02548	-0.03847
AME16175_B1	423	F1	6914.019	1.072	1.015	1.089	1.095	-0.64	-0.652	143.1	26.5	238.3	10.2	347.6	61.3	1.01443	1.00165	0.98392	-0.02658	0.01835	-0.0288
AME16175_B2	423	F1	6103.851	1.075	1.039	1.117	1.119	-0.315	-0.339	137.9	37.8	241.6	16.9	350.8	47.3	0.99655	1.00782	0.99563	-0.02036	0.027	-0.0447
AME16175_C1	423	F1	5655.988	1.078	1.05	1.133	1.134	-0.211	-0.24	346.9	4	242.6	74.2	78	15.2	1.06127	0.95164	0.98709	-0.02597	-0.01298	0.00276
AME16175_C2	423	F1	5107.329	1.055	1.015	1.071	1.075	-0.553	-0.565	148.6	16	48.3	31.9	261.3	53.4	1.02318	0.99536	0.98146	-0.02296	0.01454	-0.01111
AME16176_A1	423	F1	5067.068	1.024	1.111	1.137	1.147	0.637	0.618	198.2	17.7	301.7	36.3	87.2	48.3	1.04591	0.98287	0.97122	0.0043	-0.05315	-0.00916
AME16176_B1	423	F1	4309.236	1.029	1.113	1.145	1.153	0.582	0.559	289.4	16.2	115.5	73.7	19.9	1.6	0.93596	1.03699	1.02705	-0.04166	-0.00845	-0.0002
AME16176_C1	423	F1	5068.213	1.009	1.075	1.084	1.093	0.789	0.781	268.1	56.4	84.4	33.5	175.6	1.7	0.95007	1.02308	1.02685	0.00559	-0.00419	0.00195
AME16176_C2	423	F1	5106.363	1.019	1.135	1.157	1.171	0.74	0.723	281.5	21.6	103	68.4	11.7	0.5	0.91719	1.04574	1.03707	-0.02782	-0.00684	0.00033
AME16176_D1	423	F1	4459.437	1.043	1.083	1.13	1.132	0.308	0.28	228.1	58.9	72.5	28.8	336.5	10.8	0.9536	1.00584	1.04056	0.03313	-0.00866	-0.02592
AME16178_A1	423	F1	3330.01	1.03	1.032	1.064	1.064	0.032	0.016	330.8	5.8	79.9	72.7	239.1	16.2	1.01554	0.98626	0.9982	-0.02548	0.0057	0.00698
AME16178_B1	423	F1	5547.721	1.053	1.052	1.108	1.108	-0.016	-0.041	17.7	30.9	287.5	0.3	197	59.1	1.02236	1.00113	0.97651	0.00776	0.01343	0.04293
AME16178_C1	423	F1	4396.967	1.045	1.023	1.069	1.07	-0.315	-0.33	330	10.5	73.9	52.3	232.3	35.7	1.01938	0.99414	0.98648	-0.02579	0.00442	0.01341
AME16178_D1	423	F1	3344.745	1.041	1.034	1.076	1.076	-0.095	-0.113	298	15.7	29.1	3.8	132.3	73.8	1.00441	1.02523	0.97036	-0.01434	-0.01577	0.01081
AME16178_D2	423	F1	3496.531	1.035	1.072	1.109	1.111	0.341	0.318	330.8	32.1	240.3	0.8	149	57.9	1.01594	1.01179	0.97227	-0.00225	-0.02341	0.03992
AME16180_A1	423	F1	2235.29	1.062	1.014	1.077	1.082	-0.615	-0.627	41.1	24	305.6	12.2	190.8	62.8	1.01044	1.00625	0.98331	0.02472	0.01595	0.02266
AME16180_B1	423	F1	2060.89	1.06	1.006	1.066	1.073	-0.826	-0.831	200.3	62.4	346.3	23.5	82.4	13.8	0.99322	0.97861	1.02817	0.00346	-0.00966	-0.02293
AME16180_C1	423	F1	2171.459	1.065	1.02	1.087	1.091	-0.519	-0.534	51.8	11.1	315	31.2	159.1	56.5	1.00352	1.0226	0.97388	0.03209	0.00639	0.01595
AME16180_D1	423	F1	1882.715	1.052	1.042	1.096	1.096	-0.105	-0.128	226.5	0.1	136.5	14	316.9	76	1.01929	1.02215	0.95856	0.02691	0.00634	-0.00692
AME16180_D2	423	F1	908.9222	1.049	1.032	1.082	1.083	-0.206	-0.225	36.1	2	126.6	12.1	296.8	77.7	1.02544	1.00983	0.96473	0.0237	0.00672	-0.0015
AME16181_A1	423	F1	10612.55	1.041	1.105	1.15	1.155	0.427	0.398	201.4	60.6	27.4	29.3	296	2.6	1.00856	0.9418	1.04964	0.04135	-0.00262	-0.01844
AME16181_B1	423	F1	5428.893	1.073	1.086	1.166	1.166	0.082	0.044	35.7	37.7	235.3	50.6	133.3	9.7	0.9959	0.97677	1.02733	0.06036	0.01104	0.03771
AME16181_C1	423	F1	8192.986	1.062	1.099	1.166	1.168	0.222	0.185	174.2	1.2	266.4	62.3	83.5	27.7	1.07015	0.93993	0.98992	-0.01424	-0.0369	-0.00544
AME16181_C2	423	F1	5831.434	1.049	1.127	1.181	1.187	0.43	0.395	165.5	1.8	261.1	72.2	74.9	17.7	1.06116	0.92772	1.01112	-0.03825	-0.0317	-0.01017
AME16181_D1	423	F1	9242.66	1.055	1.154	1.218	1.226	0.453	0.413	155.2	17.5	356.1	71.4	247.2	6.2	1.04913	0.92057	1.0303	-0.06817	0.02046	-0.0091
AME16182_A1	423	F1	4254.801	1.04	1.099	1.143	1.147	0.413	0.385	191.4	29.2	292.8	19.5	51.7	53.8	1.03453	0.9985	0.96697	-0.00953	-0.03772	-0.04409
AME16182_A2	423	F1	7320.933	1.072	1.098	1.177	1.178	0.15	0.11	338.8	1.5	247.3	44.3	70.3	45.7	1.06362	0.97644	0.95993	-0.03835	-0.04306	-0.01346
AME16182_B1	423	F1	8051.048	1.064	1.061	1.129	1.129	-0.018	-0.048	320.4	11.7	215.5	51.3	59.2	36.3	1.02442	0.99514	0.98043	-0.04646	-0.03171	-0.00439
AME16182_B2	423	F1	5953.904	1.025	1.106	1.134	1.142	0.604	0.584	321.8	17.2	218.4	37.1	71.8	47.9	1.03433	0.99324	0.97244	-0.02453	-0.05083	-0.00953
AME16182_C1	423	F1	4807.142	1.078	1.023	1.103	1.108	-0.538	-0.556	153.7	11.3	245.5	9.1	13.7	75.4	1.03981	0.99615	0.96405	-0.02972	0.00527	-0.01842
AME16182_C2	423	F1	5470.714	1.063	1.047	1.113	1.113	-0.147	-0.173	330.4	3.9	240.1	5.8	94.1	83	1.04105	1.00838	0.95057	-0.02672	-0.00738	0.00404
AME16184_A1	423	F1	6910.113	1.084	1.018	1.103	1.111	-0.636	-0.651	154.4	48.6	276.9	25.3	22.9	30.3	0.99668	0.98317	1.02016	-0.01864	0.01465	-0.04369
AME16184_A2	423	F1	8089.762	1.043	1.032	1.076	1.076	-0.152	-0.17	171.7	39.4	284.7	25.4	38.2	40	1.00986	0.98954	1.00059	-0.01233	-0.00623	-0.03257
AME16184_B1	423	F1	6465.926	1.03	1.043	1.074	1.074	0.183	0.165	205.5	32.6	109.2	9.7	4.7	55.6	1.00793	1.00774	0.98433	0.0071	-0.0074	-0.03138
AME16184_B2	423	F1	8042.642	1.045	1.033	1.08	1.08	-0.145	-0.164	166.5	36.2	266.3	13.2	13	50.7	1.01115	0.99675	0.99211	-0.00948	0.00145	-0.03613
AME16184_C1	423	F1	4465.823	1.043	1.036	1.081	1.081	-0.096	-0.115	243.6	11.9	48.7	77.7	153	3.1	0.97806	1.02317	0.99878	0.03032	-0.00867	-0.00225
AME16186_A1	423	F1	7284.604	1.048	1.092	1.144	1.147	0.305	0.274	141.1	15.1	39.3	37.3	249	48.8	1.03495	0.99777	0.96729	-0.03451	0.04713	0.00563
AME16186_B1	423	F1	6816.645	1.058	1.107	1.171	1.174	0.289	0.252	336.7	17.6	100.9	60.6	239.1	22.8	1.03613	0.96013	1.00374	-0.05604	0.02345	0.03351
AME16186_B2	423	F1	4854.821	1.077	1.165	1.254	1.259	0.347	0.297	339.2	26.4	116.8	56.1	239	19.7	1.04293	0.93592	1.02115	-0.0774	0.02816	0.05269
AME16186_C1	423	F1	6277.505	1.033	1.105	1.142	1.148	0.505	0.48	340.6	14.8	88.1	48.7	238.9	37.5	1.03293	0.97972	0.98735	-0.03695	0.03722	0.03209
AME16186_C2	423	F1	8984.554	1.045	1.174	1.226	1.239	0.572	0.537	150	4.1	55.7	46.2	243.9	43.5	1.05454	0.98207	0.9634	-0.0517	0.07037	0.03075
AME16189_A1	423	F1	917.1332	1.026	1.1	1.128	1.136	0.577	0.556	35.2	44.5	268.6	31.2	158.7	29.3	0.96987	1.01724	1.0129	0.03024	-0.00678	0.04769
AME16189_B1	423	F1	1064.352	1.021	1.071	1.093	1.098	0.539	0.523	260.6	0.8	351.4	44.7	169.8	45.2	0.98366	1.03485	0.98149	0.00919	-0.00623	0.03305
AME16189_B2	423	F1	907.4359	1.025	1.05	1.077	1.079	0.323	0.306	61.2	13.3	311	55.6	159.4	31.1	0.98212	1.02185	0.99604	0.02194	-0.00248	0.02277
