wkt_geom,field_1,fieldStation,type,easting,northing,notes,strike,dip,assocTrend,assocPlunge,rake,trend,plunge,featureType,foliationType,otherStructure,otherStructureType,hingeTrend,hingePlunge,axialPlaneStrike,axialPlaneDip,sampleme,sampleOrientationNote,imageID,imageID2,imageID3,imageID4,imageID5,imageID6,imageID7,imageID8,imageID9,imageID10
Point (119.96278999999999826 -21.3612189999999984),644,Ame18fieldstation-381,Point,119.96279,-21.361219,Garnets!,156,75,296,67,107,0,0,foliation,gneissic_folia,,,0,0,0,0,,,15299058737314.jpg,,,,,,,,,
Point (119.96277299999999855 -21.36127099999999857),1777,AME18FieldStation-374,Point,119.962773,-21.361271,Garnets,156,75,296,67,107,0,0,foliation,schistosity,,,0,0,0,0,,,15299080505375.jpg,,,,,,,,,
Point (119.96278999999999826 -21.3612189999999984),642,Ame18fieldstation-381,Point,119.96279,-21.361219,Garnets!,154,68,285,62,108,0,0,foliation,gneissic_folia,,,0,0,0,0,Ame18-213 a,,15299058737314.jpg,,,,,,,,,
Point (119.96280400000000554 -21.36124200000000073),1230,AME 18 fieldstation-392,Point,119.962804,-21.361242,Same_garnet_bearing_unit,150,73,288,65,108,0,0,foliation,plar_schistosity,,,0,0,0,0,AME 18-213ab,"A
162
70
96
B
156
75
107",15299061346202.jpg,,,,,,,,,
Point (119.96277299999999855 -21.36127099999999857),1775,AME18FieldStation-374,Point,119.962773,-21.361271,Garnets,150,73,288,65,108,0,0,foliation,schistosity,,,0,0,0,0,AME18-213 a b,,15299080505375.jpg,,,,,,,,,
Point (119.9604709999999983 -21.35895400000000066),881,Ame18fieldstation-578,Point,119.960471,-21.358954,Very_quarts_rich_quartzofeldspathic_schist._Ridge_forming_unit.,125,77,273,66,110,0,0,foliation,schistosity,,,0,0,0,0,,,,,,,,,,,,
Point (119.96794488333000572 -21.36811356666699879),188,Ame18fieldstation-110,Point,119.96794488333,-21.368113566667,Huge_1_cm_or_larger_garnets_with_quartz_tails_in_a_quartzofeldspathic_schist._Beautiful_shear_sense;_though_hard_to_determine_lineation.,128,82,288,68,111,0,0,foliation,schistosity,,,0,0,0,0,Ame18-53a,,15271457436345.jpg,,,,,,,,,
Point (119.96017399999999498 -21.35789400000000171),886,Ame18fieldstation-582,Point,119.960174,-21.357894,Very_large_garnets_in_highly_banded_paragneiss._Very_clear_normal_shear_sense;_greenstone_down;_me_up.,146,57,271,52,111,0,0,foliation,gneissic_folia,,,0,0,0,0,Ame18-241,"237 82 fracture plane. 
146 57",15307690253250.jpg,,,,,,,,,
Point (119.96015900000000443 -21.35788700000000162),1991,AME18FieldStation-559,Point,119.960159,-21.357887,Garnets_again;_sample_taken,147,57,272,52,111,0,0,foliation,gneissic_folia,,,0,0,0,0,,,15307688154452.jpg,,,,,,,,,
Point (119.96794488333000572 -21.36811356666699879),189,Ame18fieldstation-110,Point,119.96794488333,-21.368113566667,Huge_1_cm_or_larger_garnets_with_quartz_tails_in_a_quartzofeldspathic_schist._Beautiful_shear_sense;_though_hard_to_determine_lineation.,129,86,299,68,112,0,0,foliation,schistosity,,,0,0,0,0,Ame18-53b,,15271457436345.jpg,,,,,,,,,
Point (119.96159699999999759 -21.36281899999999823),1970,AME18FieldStation-542,Point,119.961597,-21.362819,,151,83,314,67,112,0,0,foliation,schistosity,,,0,0,0,0,,,,,,,,,,,,
Point (119.97479676666999637 -21.37223808333299857),365,Ame18fieldstation-208,Point,119.97479676667,-21.372238083333,Partially_migmatite_and_veined_orthogneiss_of_the_Underwood_unit._Two_tabular_zones_where_leucosimes_intermingle_with_a_mafic_biotite_rich_band._(See_pic)._The_granitic_portions_of_the_gneiss_have_differing_grain_size;_from_coarse_to_fine._These_zones_parallel_the_mafic_zones_and_foliation.,130,65,265,57,113,0,0,foliation,gneissic_folia,,,0,0,0,0,Ame18-107a,H n,15279976328399.jpg,15279968278318.jpg,,,,,,,,
Point (119.97479676666999637 -21.37223808333299857),366,Ame18fieldstation-208,Point,119.97479676667,-21.372238083333,Partially_migmatite_and_veined_orthogneiss_of_the_Underwood_unit._Two_tabular_zones_where_leucosimes_intermingle_with_a_mafic_biotite_rich_band._(See_pic)._The_granitic_portions_of_the_gneiss_have_differing_grain_size;_from_coarse_to_fine._These_zones_parallel_the_mafic_zones_and_foliation.,137,68,277,58,114,0,0,foliation,gneissic_folia,,,0,0,0,0,Ame18-107b,137 68 overturned face,15279976328399.jpg,15279968278318.jpg,,,,,,,,
Point (119.96151899999999557 -21.35908299999999826),895,Ame18fieldstation-591,Point,119.961519,-21.359083,Granite_intrusion_within_limb_of_the_large_scale_(map_scale)_fold._In_contact_with_felsic_schist._We_sampled_it_for_AMS_to_know_if_the_fabric_was_the_same_as_the_green_stones.,107,85,276,66,114,0,0,foliation,schistosity,,,0,0,0,0,Ame18-242 a b,H n,15307769115227.jpg,15307760803898.jpg,15307760566320.jpg,,,,,,,
Point (119.96202399999999955 -21.36227200000000082),861,Ame18fieldstation-564,Point,119.962024,-21.362272,20_cm_felsic_schist_bed._Dextral_cleavage_when_compared_to_bedding_contact.,136,89,314,65,115,0,0,foliation,schistosity,,,0,0,0,0,,,15307510815986.jpg,,,,,,,,,
Point (119.9626130000000046 -21.36105799999999988),1228,AME 18 fieldstation-391,Point,119.962613,-21.361058,Huge_garnet_bearing_unit;_unsure_about_composition;_gray_fine_grained_unit;_poss_my_metabasalt_or_volcanic,128,86,299,65,115,0,0,foliation,mineral_alignm,,,0,0,0,0,,,15299059071749.jpg,15299058770265.jpg,,,,,,,,
Point (119.96267699999999934 -21.36105500000000035),1774,AME18FieldStation-373,Point,119.962677,-21.361055,Schists._Garnets_presen;_large_ones_about_3_cm_in_diameter.,128,86,299,65,115,0,0,foliation,schistosity,,,0,0,0,0,,,,,,,,,,,,
Point (119.95654799999999796 -21.35441000000000145),1995,AME18FieldStation-563,Point,119.956548,-21.35441,,127,81,288,64,115,0,0,foliation,schistosity,,,0,0,0,0,,,,,,,,,,,,
Point (119.9669152833299961 -21.37118133333299852),153,Ame18fieldstation-92,Point,119.96691528333,-21.371181333333,Felsic_schist_porphyroclasts,125,74,278,58,118,0,0,foliation,schistosity,,,0,0,0,0,,,,,,,,,,,,
Point (119.96779343333000156 -21.36822918333299981),184,Ame18fieldstation-109,Point,119.96779343333,-21.368229183333,Three_thin_units_close_together;_all_dipping_away_from_the_dome._Farthest_south;_a_.3_m_chert_bed;_strongly_lineated._Directly_south;_a_1_m_zone_of_porphyroclasts_bearing_felsic_schist._Along_strike_to_the_West_by_3_meters;_the_schist_is_less_micaceous;_but_has_small_red_dots_that_may_be_garnet.,119,52,252,43,120,0,0,foliation,schistosity,,,0,0,0,0,Ame18-52a,119 52,15271389578386.jpg,,,,,,,,,
Point (119.97479676666999637 -21.37223808333299857),364,Ame18fieldstation-208,Point,119.97479676667,-21.372238083333,Partially_migmatite_and_veined_orthogneiss_of_the_Underwood_unit._Two_tabular_zones_where_leucosimes_intermingle_with_a_mafic_biotite_rich_band._(See_pic)._The_granitic_portions_of_the_gneiss_have_differing_grain_size;_from_coarse_to_fine._These_zones_parallel_the_mafic_zones_and_foliation.,126,66,271,52,120,0,0,foliation,gneissic_folia,,,0,0,0,0,Ame18-107 geochemistry,,15279976328399.jpg,15279968278318.jpg,,,,,,,,
Point (119.96342099999999675 -21.36194400000000115),873,Ame18fieldstation-572,Point,119.963421,-21.361944,Asymmetric_garnets;_showing_reverse_shear_sense_I_think.,146,76,303,57,120,0,0,foliation,schistosity,,,0,0,0,0,Ame18-239,146 76,,,,,,,,,,
Point (119.96600188332999437 -21.37168193333300081),155,Ame18fieldstation-94,Point,119.96600188333,-21.371681933333,,132,80,306,29,150,0,0,foliation,schistosity,fold,,292,30,121,65,,,15271229051409.jpg,15271230143467.jpg,15271232179853.jpg,15271234124848.jpg,15271238751190.jpg,15271246603842.jpg,,,,
