EigenVal1	EigenVal2	EigenVal3	EigenVec1X	EigenVec1Y	EigenVec1Z	EigenVec2X	EigenVec2Y	EigenVec2Z	EigenVec3X	EigenVec3Y	EigenVec3Z
0.0150634	0.00910734	0.00711214	-0.0071196	0.999372	0.0346993	0.0460632	-0.0343355	0.998348	0.998913	0.0087062	-0.0457899
0.0197714	0.00856638	0.00103251	0.796704	-0.0913948	-0.597419	0.349541	0.876083	0.332114	0.493035	-0.473419	0.729925
0.0284884	0.0180029	0.010786	0.461382	-0.162263	0.872237	0.763542	0.573284	-0.297237	-0.451809	0.803129	0.388397
0.00666874	0.00489211	0.00333502	0.949795	0.119511	-0.289147	-0.139608	0.988952	-0.0498289	0.279998	0.0876943	0.955987
0.013581	0.00443117	0.00191445	0.945814	0.22535	0.233782	-0.297418	0.890147	0.345226	-0.130303	-0.39605	0.908936
0.00711308	0.00312803	0.00269474	0	0.787598	0.61619	0	-0.61619	0.787598	1	0	0
0.0791933	0.0376133	0.00528725	0.208492	0.697695	-0.685385	0.094766	0.683076	0.724173	0.973422	-0.215935	0.0762982
0.0220963	0.0130351	0.00897403	0.340813	0.866301	-0.365198	0.825188	-0.0895271	0.557718	0.450457	-0.491434	-0.745373
0.00935922	0.00389183	0.00157749	-0.328125	0.711872	-0.620945	0.932189	0.350368	-0.0909214	-0.152835	0.608672	0.778563
0.0375418	0.0119815	0.00630014	0.760695	0.646929	0.053161	-0.603819	0.735297	-0.307802	-0.238215	0.202043	0.949964
0.409968	0.0783243	0.0346476	-0.546799	0.787003	-0.285723	-0.383141	0.0682296	0.921167	0.744455	0.613165	0.264225
0.00842123	0.00570139	0.00449558	-0.621233	0.549686	-0.558494	0.000104225	0.712763	0.701405	0.783626	0.435677	-0.442849
0.00935481	0.00534985	0.00427275	0.121179	0.840876	-0.527487	-0.650095	0.46881	0.597991	0.750128	0.270453	0.60346
0.0135362	0.00605685	0.00342062	0.939964	-0.340868	0.0166385	0.275349	0.728682	-0.627061	0.201621	0.593996	0.778793
0.0224435	0.0185268	0.00462098	0.913717	0.300007	-0.274074	-0.399295	0.788022	-0.468598	0.0753939	0.537603	0.839821
0.0202095	0.00440946	0.00188013	-0.549472	0.121523	0.826627	0.703681	0.600718	0.379435	-0.45046	0.790171	-0.415591
0.00916877	0.00380702	0.00291142	0.107633	0.0325773	0.993657	0.752468	0.650551	-0.102836	-0.649774	0.758764	0.0455076
0.00931978	0.00825716	0.00471894	0.766941	-0.247858	0.591918	0.0207203	0.931481	0.363199	-0.641383	-0.266288	0.719527
0.106038	0.0321718	0.0136972	-0.355393	0.925441	-0.13136	0.932507	0.341377	-0.117864	0.0642325	0.164382	0.984303
0.0716231	0.0132859	0.00588431	-0.150296	0.66634	0.730344	-0.712519	0.439115	-0.547261	0.685367	0.602635	-0.408783
0.0630307	0.0431599	0.00818334	-0.0344597	0.59261	0.804752	0.415675	0.740775	-0.527699	0.90886	-0.316331	0.27186
0.00773657	0.0032881	0.00268115	0.853329	0.521373	0	-0.265962	0.4353	0.860104	-0.448434	0.733952	-0.510119
0.00722434	0.00435596	0.00289133	-0.130138	0.809373	0.572695	0.981967	0.0253242	0.18735	0.137133	0.586749	-0.798073
0.0112769	0.0072431	0.00438406	0.949824	0.262021	0.170819	-0.312721	0.784498	0.535508	0.00630671	-0.562057	0.827074
0.0479781	0.0284487	0.0125288	-0.168004	0.95465	-0.245802	-0.387033	0.165447	0.907101	0.906631	0.24753	0.341685
0.00680474	0.00478484	0.00186151	0.847508	-0.530782	0	0.392494	0.626701	-0.673197	0.357321	0.57054	0.739463
0.0431956	0.0280391	0.00616213	-0.492958	0.848584	-0.192088	0.839901	0.406514	-0.359599	0.227064	0.338603	0.913121
0.0146775	0.00741288	0.00205747	0.676898	-0.622275	0.393171	0.676779	0.736186	0	-0.289447	0.26609	0.919465
0.0377568	0.026913	0.0115007	-0.387855	0.767084	-0.511029	0.919991	0.356127	-0.163676	-0.056438	0.533624	0.843836
0.0130697	0.00365306	0.00161903	0.803451	-0.588018	0.0932783	0.522074	0.771148	0.364376	-0.286191	-0.24406	0.926568
0.0330128	0.00966107	0.00522286	0.940618	0.096428	0.325484	-0.241493	0.863924	0.441947	-0.238577	-0.494305	0.835909
0.0256824	0.011523	0.00361082	-0.487367	0.820468	-0.29884	-0.667699	-0.129618	0.73306	0.562717	0.556805	0.610997
0.0140325	0.00685864	0.00279309	0.704938	-0.478175	0.523843	-0.0266089	0.720217	0.693238	0.70877	0.502629	-0.494985
0.00963581	0.00767635	0.002827	0.0417233	-0.612049	0.789719	0.986956	0.148257	0.0627582	-0.155492	0.776799	0.61025
0.0166204	0.00261866	0.00117892	-0.325757	0.748118	-0.578102	-0.0981956	0.581376	0.807688	0.94034	0.319877	-0.115925
0.0566728	0.00401813	0.000941828	-0.182212	0.626575	0.757761	0.879648	0.448224	-0.159104	-0.439337	0.637573	-0.632838
0.0128588	0.00392863	0.00225671	-0.419906	0.69021	-0.589312	-0.648098	0.226515	0.72709	0.635333	0.687241	0.352209
0.0325549	0.00813221	0.000871172	0.0405101	0.838404	0.543541	-0.920175	-0.180701	0.34731	0.389405	-0.514223	0.764159
0.0288136	0.0150476	0.00793693	0.875316	-0.478545	0.069405	-0.100964	-0.0405034	0.994065	0.472894	0.877128	0.0837693
0.0055241	0.00398804	0.00239533	0.776367	0.623726	-0.0906599	-0.320167	0.514174	0.795687	-0.542906	0.588719	-0.598885
0.011293	0.00996617	0.00270802	-0.260912	0.850087	-0.457467	0.964016	0.20442	-0.169954	0.0509605	0.485349	0.872834
0.0202455	0.0179478	0.0069722	-0.216109	-0.560135	0.799716	-0.293996	0.818389	0.493767	0.931055	0.128406	0.341538
0.0422544	0.0108056	0.00633688	0.851059	0.010525	-0.524965	0.379563	-0.703166	0.601239	0.36281	0.710948	0.602431
0.0316506	0.0102004	0.00340808	0.761665	-0.625258	-0.170056	0.520404	0.433906	0.735463	0.386065	0.648674	-0.655878
0.0111344	0.00997663	0.00313749	0.726653	0.330981	0.602019	-0.684704	0.277253	0.674026	-0.0561779	0.901988	-0.428091
0.036121	0.0313717	0.0106167	0.268556	-0.236562	0.933765	0.8448	0.523586	-0.110322	-0.462808	0.818472	0.340459
0.0334978	0.0236926	0.0122852	0.666375	0.694201	0.272083	-0.585276	0.260924	0.767705	-0.461949	0.670823	-0.580172
0.00581656	0.00463979	0.00238368	-0.367641	0.927603	0.0662687	0.894754	0.372245	-0.246676	0.253485	0.0313939	0.96683
0.0132124	0.00893486	0.00479165	0.807022	-0.344447	-0.479658	0.0374721	-0.780754	0.623714	0.589331	0.521324	0.617179
0.00751219	0.00545835	0.00279482	0.29776	0.945083	0.134748	0.315799	-0.230717	0.920348	0.900894	-0.231489	-0.367154
0.0170374	0.00921198	0.00377219	-0.538002	0.725182	-0.429728	0.690009	0.671697	0.269651	-0.484193	0.151443	0.861755
0.0170563	0.00837583	0.00259872	0.236314	-0.479272	0.845254	-0.3738	0.758108	0.534365	0.8969	0.442233	0
0.0372713	0.0120797	0.00709274	0.619309	0.500028	-0.605333	0.632826	0.138464	0.761813	-0.464744	0.854869	0.230679
0.0146703	0.00533077	0.00212507	-0.0618166	-0.212402	0.975225	-0.178847	0.963636	0.198541	0.981933	0.162143	0.0975563
0.00655244	0.0046611	0.00406287	-0.487556	0.872664	-0.0273279	0.871482	0.488318	0.0454443	-0.0530024	0.00165916	0.998593
0.0475275	0.0115975	0.00861304	-0.549804	0.583178	0.598012	0.46059	0.808916	-0.365391	0.69683	-0.0745454	0.713352
0.0166465	0.0144019	0.00561586	-0.107526	0.973717	0.200782	0.385674	-0.145286	0.911124	0.916348	0.175406	-0.359915
0.0343211	0.0278424	0.0105081	0.411331	-0.0458935	0.91033	0.498739	0.847291	-0.182639	0.762932	-0.529142	-0.371406
0.0233745	0.0128947	0.00557644	0.153527	0.764296	-0.626323	0.981807	-0.0463143	0.184147	0.111736	-0.6432	-0.757502
0.023405	0.00875764	0.00371397	0.227609	-0.340613	0.912237	-0.187078	0.904078	0.384244	0.955613	0.258117	-0.142055
0.0115332	0.00793676	0.00394039	0.62731	-0.727265	0.27851	-0.550956	-0.161699	0.818719	0.550391	0.667037	0.502127
0.0511368	0.0117204	0.00603964	-0.141564	0.739186	-0.658456	0.666171	0.563143	0.488964	0.73224	-0.369425	-0.572145
0.0602619	0.0121709	0.00919642	0.0160692	0.919385	-0.393031	-0.776353	0.259183	0.574544	0.630094	0.295898	0.717932
0.0433245	0.0108466	0.00284684	-0.367417	-0.535343	0.760535	0.843941	-0.535555	0.0307324	0.390855	0.653138	0.64857
0.0522261	0.00630303	0.00490051	0.0587531	0.949216	0.309089	-0.191395	-0.293169	0.936707	0.979753	-0.114193	0.164451
0.0240166	0.00976085	0.00562549	0.0650103	0.294767	0.953355	0.52395	0.803004	-0.284008	0.849265	-0.517974	0.102239
0.0108327	0.00637045	0.00510772	0.417346	0.908569	0.0180308	0.542628	-0.265071	0.797052	0.728956	-0.322863	-0.603641
0.00631826	0.00402013	0.00355388	-0.149724	0.87673	-0.457086	0.141112	0.476513	0.867769	0.978606	0.0654252	-0.195063
0.0275541	0.00854792	0.00801969	0.0408377	0.924669	-0.378576	0.868585	0.15442	0.470866	-0.493855	0.348054	0.796848
0.0152854	0.00302009	0.00209868	-0.263855	-0.495649	0.827473	0.964212	-0.158653	0.212425	0.0259925	0.853909	0.519773
0.0381043	0.0113965	0.00596243	-0.123475	0.852376	-0.508143	-0.868574	0.154818	0.470754	0.47993	0.499486	0.721236
0.0219158	0.00525869	0.003426	-0.193026	0.981109	0.0128624	0.539034	0.0950791	0.8369	0.819868	0.168477	-0.547204
0.087792	0.0263315	0.00810808	0.547429	0.721228	-0.424442	0.663261	-0.0646509	0.74559	0.5103	-0.689674	-0.513755
0.0145066	0.00652896	0.00333839	0.634526	0.535051	-0.557761	-0.712357	0.684837	-0.153447	0.299874	0.494691	0.815694
0.0602502	0.0162704	0.00421716	0.0322485	-0.251053	0.967436	0.198798	0.950211	0.239956	0.97951	-0.184586	-0.0805518
0.0207752	0.0189822	0.00394822	0.739798	-0.174161	0.649897	0.315033	0.943158	-0.105862	-0.594519	0.283055	0.752613
0.0372263	0.0186632	0.00298252	0.391178	0.909107	-0.143193	0.642399	-0.15831	0.749841	0.659017	-0.385308	-0.645937
0.0460894	0.0129967	0.00530366	-0.54334	0.741656	0.393355	-0.308579	-0.612187	0.728015	0.780744	0.274179	0.561485
0.0322065	0.0172559	0.00788152	-0.277889	0.727204	-0.627657	-0.499547	0.448696	0.741029	0.820506	0.519468	0.238585
0.0263101	0.0200822	0.000705288	0.0408871	0.819034	0.572286	-0.964612	-0.116964	0.236311	0.260483	-0.561696	0.785268
0.017195	0.00713829	0.00430559	-0.306355	0.74192	-0.596407	0.760043	0.567868	0.316008	0.573133	-0.356484	-0.73786
0.00849125	0.00649733	0.00172367	0.159172	-0.600892	0.783322	-0.0666149	0.785092	0.615786	0.985001	0.150197	-0.0849367
0.0214985	0.00652089	0.00494358	0.710617	0.386145	-0.588147	-0.31948	0.92188	0.21925	0.626862	0.0320989	0.778469
0.0126246	0.00468607	0.00338484	0.930941	0.36517	0	-0.252577	0.643904	0.722214	-0.26373	0.672338	-0.69167
0.023485	0.00802696	0.00602082	-0.301821	0.769012	0.563493	0.887104	0.0100352	0.46146	0.349214	0.639156	-0.685222
0.0171031	0.0146952	0.00790317	-0.157156	0.221898	0.962322	0.602827	0.793385	-0.0844964	0.782242	-0.566835	0.258451
0.0102716	0.00492106	0.00231941	0.133523	0.764736	-0.630358	0.564711	0.463983	0.682511	0.814416	-0.447101	-0.369903
0.00685676	0.00648249	0.00285835	0.564732	0.776875	-0.278464	-0.82387	0.550384	-0.135335	0.0481242	0.305846	0.950864
0.00756643	0.0051156	0.00207514	-0.481274	0.87657	0	-0.40446	-0.222066	0.887186	0.777681	0.42698	0.461412
