EigenVal1	EigenVal2	EigenVal3	EigenVec1X	EigenVec1Y	EigenVec1Z	EigenVec2X	EigenVec2Y	EigenVec2Z	EigenVec3X	EigenVec3Y	EigenVec3Z
0.0473282	0.0202245	0.00462491	-0.576345	0.221188	0.786704	-0.122101	0.92856	-0.350524	0.808034	0.29808	0.508163
0.0249401	0.00932627	0.00466502	0.404397	0.905447	0.128955	-0.283677	-0.00986608	0.958869	0.869477	-0.424345	0.252865
0.0434098	0.00507941	0.00285626	0.933264	0.325791	0.15126	-0.335692	0.940915	0.0446131	-0.127788	-0.0924125	0.987487
0.0341235	0.013815	0.00942632	0.407575	0.832774	-0.374661	0.898197	-0.439594	0	0.164698	0.336519	0.927162
0.033016	0.0208793	0.0135181	0.162458	-0.632257	0.757535	-0.978223	-0.00268928	0.207541	0.129182	0.774754	0.618925
0.214909	0.0051215	0.000646957	0.61702	-0.52666	-0.584735	0.736115	0.648986	0.192229	0.278245	-0.549042	0.78812
0.0095209	0.00642543	0.00328811	0.346412	0.464119	0.815225	-0.160712	0.885547	-0.435864	0.924214	-0.0199722	-0.381353
0.0101966	0.008319	0.00359712	-0.14397	0.539158	0.829808	0.952967	0.301529	-0.0305768	-0.266697	0.786377	-0.557211
0.0294388	0.0101969	0.00498739	-0.0311519	0.756614	-0.65312	-0.865064	0.306921	0.396817	0.500694	0.577352	0.644958
0.0137607	0.00454192	0.00347894	-0.495824	0.788563	0.363768	0.639078	0.047707	0.767661	0.587995	0.6131	-0.527608
0.00640078	0.00364064	0.00253452	0.163	-0.524305	0.835784	-0.162489	0.821281	0.546896	0.973154	0.224949	-0.0486749
0.0118997	0.0078232	0.00542026	-0.273046	0.930525	-0.244067	-0.114815	0.220372	0.968635	0.955125	0.292505	0.0466661
0.0228738	0.00688082	0.000996275	0.254627	0.723972	0.641116	-0.910206	-0.0445059	0.411757	0.326634	-0.688392	0.647631
0.00721643	0.00324011	0.00279123	0.570163	0.809406	-0.14063	0.540371	-0.240557	0.806307	0.6188	-0.535719	-0.574536
0.00822639	0.00702659	0.00567687	0.301262	0.637538	0.709074	-0.844557	-0.166823	0.508817	-0.44268	0.752141	-0.48818
0.0910985	0.0216425	0.00222925	0.731346	-0.295908	-0.614469	0.616766	0.671507	0.410704	0.29109	-0.679351	0.673609
0.0505427	0.0256635	0.00928119	0.792207	0.240299	-0.56095	-0.388718	0.907305	-0.160299	0.470433	0.345041	0.812182
0.0144353	0.00554028	0.00440142	0.58387	0.791062	-0.182527	0.803597	-0.531169	0.268499	-0.115447	0.303447	0.945829
0.0361777	0.0235821	0.0118313	-0.0680838	0.907547	0.414395	-0.220747	-0.418767	0.880854	0.972952	-0.0315046	0.22885
0.167506	0.0666559	0.00186278	0.707823	-0.402813	-0.580283	0.627186	0.736322	0.253905	0.324999	-0.543665	0.773824
0.0186624	0.00968052	0.00149851	0.761835	-0.430464	-0.484054	0.641209	0.607231	0.469171	0.0919717	-0.667811	0.738627
0.0150651	0.00434032	0.0023913	-0.68632	0.724069	0.0684753	0.718707	0.689629	-0.0887283	0.111468	0.0116824	0.993699
0.0132388	0.00506359	0.0025026	0.936499	0.274269	-0.218506	0.246392	-0.0712798	0.966545	-0.249519	0.959008	0.134331
0.0219314	0.0104048	0.00320536	0.67346	0.44075	-0.593457	-0.284928	0.89555	0.34177	0.682105	-0.0610757	0.728699
0.00912955	0.00744971	0.00459906	-0.149315	0.988026	-0.0388553	0.979839	0.142574	-0.139955	0.132739	0.0589694	0.989395
0.0284659	0.0241361	0.010479	0.671827	0.740395	-0.0215214	-0.0499858	0.0743072	0.995982	0.73902	-0.668052	0.0869308
0.0151803	0.00377446	0.00327022	0.342589	0.924914	-0.16482	0.834752	-0.21918	0.505123	0.431071	-0.310634	-0.847163
0.0220096	0.0179504	0.000885686	-0.606221	0.382226	0.697423	0.70921	0.656646	0.256588	-0.359886	0.650168	-0.669151
0.00844972	0.00498524	0.00213858	0.932571	-0.259116	0.251338	0.206814	0.954165	0.216325	-0.295871	-0.149758	0.943416
0.118487	0.0806805	0.0249706	0.385092	0.854728	0.348058	-0.64764	-0.0183957	0.761724	0.65747	-0.51875	0.546472
0.0914597	0.0263027	0.0130778	0.22649	-0.306506	0.92453	-0.0335453	0.946179	0.321901	0.973436	0.103921	-0.204018
0.00849241	0.00607208	0.0049104	0.981771	0.0610697	0.179991	-0.103808	-0.620984	0.776918	-0.159218	0.78144	0.603325
0.00665581	0.00448726	0.0040525	0.714185	-0.63691	0.290321	-0.557826	-0.267355	0.785717	0.422812	0.723096	0.546225
0.00646226	0.00314855	0.00257428	0.752382	-0.273252	0.599378	0.341366	0.939931	0	-0.563374	0.204607	0.800466
0.0677651	0.0167957	0.00550993	0.123054	0.854773	-0.504203	0.50898	0.381794	0.771474	0.851937	-0.351562	-0.388081
0.0151081	0.0081301	0.00349346	0.733704	0.569973	-0.369877	0.332675	0.173312	0.926979	-0.592457	0.803177	0.0624562
0.0250762	0.00613483	0.0014337	-0.493311	0.244764	0.834707	0.839713	0.384412	0.383547	-0.226993	0.890122	-0.395166
0.025244	0.00904787	0.00083629	0.812048	0.546862	0.203763	-0.509714	0.494584	0.703973	-0.284198	0.675521	-0.68037
0.0753863	0.0303144	0.00681808	0.53404	0.619028	-0.575852	-0.829047	0.516976	-0.213113	0.165779	0.591219	0.789289
0.110459	0.0166322	0.011871	0.612461	-0.596306	0.518951	-0.395445	0.337322	0.854305	0.684481	0.728446	0.0292102
0.0188404	0.0163458	0.00749069	0.960965	0.273786	0.0398403	-0.261517	0.94587	-0.192194	-0.0903038	0.174273	0.980548
0.0241718	0.0192419	0.0100918	-0.021506	-0.632679	0.774115	0.802757	0.450595	0.39057	0.595918	-0.629826	-0.498198
0.0844966	0.0358196	0.0186626	0.501671	0.706279	-0.499495	-0.731204	0.654751	0.19142	0.462241	0.269203	0.844904
0.0299613	0.00827157	0.00377239	-0.229748	0.662371	0.713078	0.237643	0.74868	-0.618874	0.943791	-0.0272732	0.329416
0.00814995	0.00464357	0.00300689	0.701184	0.0977289	0.70625	-0.477111	-0.671771	0.566647	-0.529816	0.734284	0.424408
0.0236055	0.0142263	0.00345145	0.739291	-0.672868	0.0263903	-0.292827	-0.285949	0.912406	0.606383	0.682262	0.408434
0.318216	0.0325041	0.00494421	-0.0668326	0.513135	0.855702	0.96161	0.261899	-0.0819474	-0.266157	0.817375	-0.51094
0.0296111	0.0135265	0.00262904	0.804903	-0.382192	-0.453939	0.589915	0.598226	0.542335	0.064282	-0.704312	0.706974
0.00893561	0.00693155	0.00357734	-0.195049	-0.555719	0.808166	-0.834134	0.527431	0.161362	0.515924	0.642645	0.566419
0.0169396	0.00635385	0.00274998	-0.529252	-0.430826	0.730945	0.536229	-0.837472	-0.10535	0.657534	0.336197	0.674255
0.0939635	0.00944674	0.0016133	-0.171824	0.681217	0.711632	0.805812	0.512736	-0.296259	-0.566696	0.522537	-0.637033
0.0114208	0.0054902	0.00531043	-0.439837	-0.483939	0.756536	-0.00960691	0.844882	0.534867	0.898026	-0.227986	0.376259
0.00894256	0.00300435	0.00255834	0.652282	0.719958	0.237044	-0.539392	0.221181	0.812487	0.532527	-0.65783	0.532612
0.164269	0.03152	0.00317307	-0.337274	0.738827	0.583422	0.919612	0.391147	0.0362883	0.201393	-0.548761	0.811358
0.0670906	0.0220983	0.00507236	0.00657988	0.997602	-0.0689035	0.402557	0.0604325	0.913398	0.915371	-0.0337476	-0.401193
0.028396	0.0043302	0.00313461	0.675066	0.535367	0.50761	-0.236753	-0.494449	0.836342	-0.698737	0.684764	0.207036
0.0170358	0.0136424	0.00734115	-0.00743873	0.946706	-0.322013	-0.202557	0.31392	0.927591	0.979242	0.0721262	0.189427
0.0622038	0.0252314	0.0134357	-0.412781	0.100196	0.905302	0.0266796	0.994835	-0.0979407	0.910439	0.016275	0.413322
0.0608163	0.0295676	0.0147078	0.90441	0.42159	-0.0656097	0.20033	-0.283822	0.937717	-0.376711	0.861224	0.341149
0.0338096	0.0242712	0.00451331	0.818755	0.485218	0.306926	0.159089	-0.705379	0.690747	-0.551662	0.516724	0.654725
0.00816921	0.00428014	0.00308062	-0.161783	0.752013	-0.638986	-0.883992	0.177363	0.432551	0.438616	0.634838	0.636079
0.0254283	0.0157906	0.00710818	0.962411	-0.262069	0.0713072	-0.166555	-0.362102	0.917138	0.214533	0.89454	0.39214
0.0142189	0.00750085	0.00607269	0.972575	0.232206	-0.013322	-0.00285142	0.0691765	0.9976	-0.232571	0.970204	-0.0679414
0.00931063	0.0060928	0.00476843	0.80058	0.411451	0.435638	-0.391434	0.909541	-0.139696	-0.453708	-0.0586855	0.889216
0.00878131	0.00415404	0.00241259	-0.551066	0.758929	-0.346921	0.660014	0.650797	0.375294	-0.510596	0.0221609	0.859535
0.0263855	0.00728732	0.00535425	0.28725	-0.458548	0.840964	0.51754	0.813078	0.266565	-0.806002	0.358662	0.470874
0.00893174	0.00638543	0.00472331	0.870649	0.213846	-0.442989	0.110267	0.792796	0.599429	0.479386	-0.57074	0.666667
0.121303	0.00402173	0.00171036	-0.0452514	0.348888	0.936071	0.914108	0.392413	-0.102069	-0.402937	0.851052	-0.336678
0.0183629	0.0101759	0.00277574	0.840151	0.227921	-0.492137	0.340798	0.48403	0.80596	-0.421905	0.844847	-0.328983
0.0146929	0.0127634	0.00499611	-0.464108	0.836572	-0.29112	0.687793	0.547454	0.476691	-0.558161	-0.0210053	0.829467
0.0351597	0.00868441	0.00161225	0.872463	0.0928533	-0.479777	0.385773	0.471806	0.792829	-0.299979	0.876799	-0.375813
0.00770337	0.00435226	0.00355549	0.876151	0.45606	-0.156105	-0.0237085	0.364223	0.93101	-0.481454	0.812004	-0.329926
0.0276441	0.0200769	0.0136676	0.762331	0.406155	-0.503874	0.56959	-0.0514052	0.82032	-0.307275	0.912357	0.27053
0.00506311	0.00385046	0.00271666	0.472994	-0.673655	-0.56786	0.846014	0.167274	0.506241	-0.246043	-0.719867	0.649042
0.0128966	0.00440377	0.00271761	0.631816	0.771989	-0.0695814	0.226024	-0.0976259	0.969217	0.741432	-0.628094	-0.23617
0.00583586	0.00418635	0.00319245	-0.0814255	-0.171827	0.981756	0.98861	-0.139013	0.0576638	0.126569	0.975269	0.18119
0.00768467	0.00632757	0.00492815	0.97063	-0.240143	-0.0144693	0.224217	0.881182	0.416226	-0.0872036	-0.407245	0.909146
0.039595	0.0075898	0.00575094	0.0727622	-0.30445	0.949745	-0.820189	0.523532	0.23066	0.567447	0.795754	0.211613
0.032497	0.0121526	0.00810986	0.73935	0.672706	0.028788	-0.631247	0.677638	0.377272	0.234286	-0.297109	0.925655
0.0216635	0.0139479	0.00896099	0.924401	0.121633	-0.361507	0.381381	-0.308604	0.871385	0.00557296	0.943382	0.331662
0.0261821	0.00789593	0.00405176	0.918083	-0.228423	-0.323956	0.158041	0.960434	-0.229323	0.363521	0.159339	0.917858
0.0535067	0.00432862	0.00336903	-0.347818	0.891966	-0.288824	0.810273	0.440958	0.386022	-0.471678	0.099761	0.87611
0.00935793	0.008002	0.00529019	0.917598	-0.364784	-0.157946	-0.0315504	-0.462918	0.88584	0.396256	0.807861	0.436281
0.00736336	0.00596313	0.00414054	0.839917	0.315818	0.44136	-0.169908	-0.619343	0.766515	-0.515432	0.7188	0.466537
0.00435021	0.00386307	0.00254558	-0.293333	0.0317694	0.955482	0.393771	0.914745	0.0904729	0.871149	-0.40278	0.280835
0.0643028	0.00984887	0.00110147	0.187814	0.673633	0.714804	0.966739	0.00185695	-0.25576	-0.173616	0.739064	-0.650878
0.114553	0.0203546	0.0019489	0.506169	0.821831	0.261508	-0.603802	0.121183	0.787869	0.615805	-0.556694	0.557563
0.00531457	0.00411318	0.00297867	0.509771	0.657957	-0.554279	-0.823951	0.558714	-0.0945664	0.247463	0.504906	0.826941
0.0257005	0.00548216	0.0024416	-0.229843	0.236577	0.944036	0.101264	0.970553	-0.218567	0.967945	-0.0453608	0.247032
0.0068998	0.0031017	0.00249136	-0.420007	0.830685	-0.365454	-0.904907	-0.352798	0.23807	0.0688292	0.430693	0.89987
0.0423534	0.017078	0.0046255	-0.561297	0.827561	0.00941118	-0.50582	-0.352031	0.787541	0.655051	0.437284	0.616191
0.0337473	0.00698249	0.00505545	0.741924	0.611215	0.275618	-0.650124	0.555268	0.518667	0.163975	-0.563998	0.809332
0.0150397	0.00369584	0.00211859	0.703679	-0.407853	-0.5818	0.0702178	-0.774913	0.628155	0.707039	0.482873	0.516652
0.057671	0.0265061	0.0152101	-0.271603	-0.0744804	0.959523	0.962051	0.00620106	0.2728	-0.0262683	0.997203	0.0699697
0.0422551	0.0264007	0.0135223	0.984394	-0.0807151	-0.156378	-0.019884	0.831906	-0.55456	0.174853	0.549015	0.817318
0.0285802	0.0196488	0.00547453	0.622497	-0.393596	-0.676446	0.770462	0.156428	0.617996	0.137425	0.905877	-0.400627
0.0318438	0.0200997	0.00181571	-0.331671	0.64741	0.686188	0.806054	0.572402	-0.150446	0.490175	-0.503206	0.711697
0.159149	0.0715261	0.0250625	0.0329396	-0.52947	0.847689	-0.297596	0.804482	0.514047	0.954123	0.269202	0.131069
0.00695968	0.00561049	0.00134714	-0.343614	-0.00119467	0.93911	0.398571	0.905282	0.146986	0.850336	-0.424808	0.310592
0.0195632	0.0158531	0.00354504	0.645961	-0.728399	-0.228405	0.682021	0.416283	0.601295	-0.342902	-0.54419	0.765686
0.00546193	0.00460373	0.00236266	0.805891	0.429402	-0.407619	0.57174	-0.385584	0.724181	-0.153793	0.816664	0.556245
0.117375	0.0386491	0.0143402	0.86113	-0.460789	0.214776	0.506534	0.741649	-0.43975	0.0433436	0.487474	0.872061
0.0706251	0.0107985	0.00728074	0.371942	0.192965	0.907978	-0.704057	0.696113	0.140469	0.604949	0.691514	-0.394772
0.0188843	0.011071	0.00784048	0.509012	0.401111	0.761588	0.00914353	0.882217	-0.470754	0.860711	-0.246583	-0.445392
0.0709289	0.0354902	0.0119257	0.882657	-0.462311	0.0847653	-0.367395	-0.566146	0.737902	0.29315	0.682457	0.669564
0.0129732	0.00555792	0.00331096	0.112191	-0.527831	0.841907	-0.404817	0.749482	0.523831	0.907489	0.399588	0.12959
0.00718931	0.00538403	0.00458514	0.975279	0.204799	0.0830002	-0.000856112	-0.372099	0.928193	-0.220977	0.905318	0.362725
0.00913862	0.00808939	0.00330421	0.550933	0.812927	-0.188739	0.372784	-0.0373801	0.927165	0.746662	-0.581165	-0.32364
0.0666353	0.022115	0.010831	0.926374	0.264079	-0.268503	0.358937	-0.403296	0.841734	-0.113998	0.876136	0.468391
0.334645	0.108815	0.0765705	0.616847	0.408001	-0.673078	-0.0571951	0.876131	0.478669	0.785002	-0.256769	0.563775
0.0465301	0.0200479	0.00113454	0.918367	0.203613	-0.339328	0.00522054	0.851166	0.524871	0.395695	-0.483795	0.78062
0.0603486	0.00846113	0.00633694	0.478068	0.623533	0.618594	-0.720416	-0.124519	0.682273	0.502446	-0.771817	0.389674
0.00860362	0.00634225	0.00556986	-0.0676691	0.997262	0.0298088	0.997343	0.0684224	-0.0250208	0.0269919	-0.0280364	0.999242
0.0119095	0.00707571	0.00473919	0.185969	0.94538	0.267715	0.133669	-0.294277	0.946326	0.973421	-0.140202	-0.181094
0.0102031	0.00398759	0.00252839	0.713582	-0.698978	0.0472295	0.700372	0.710143	-0.0719498	0.0167517	0.0844202	0.996289
0.0174204	0.00515482	0.00405848	0.231268	0.909422	-0.345638	-0.368682	0.410695	0.833908	0.900327	-0.0654259	0.430268
0.0968529	0.0180719	0.00103566	0.0307908	0.749719	0.66104	-0.824843	-0.354467	0.440439	0.564522	-0.558816	0.607486
0.138633	0.0387396	0.0251925	0.482001	0.658413	-0.578072	0.328497	0.475844	0.815881	0.812259	-0.58315	0.0130711
0.156306	0.0479293	0.0017157	0.674177	-0.372225	-0.637914	0.69628	0.608388	0.380864	0.246332	-0.700937	0.669334
0.306534	0.0578855	0.0379244	0.982278	0.0145985	0.186862	-0.187125	0.0194013	0.982144	-0.0107125	0.999705	-0.0217892
0.209871	0.0947577	0.0215726	0.750598	0.28328	-0.596955	0.656608	-0.420885	0.625877	0.073951	0.861747	0.50192
0.0485442	0.026689	0.00800319	0.0847772	0.485741	0.869982	0.365325	0.797168	-0.480687	0.927011	-0.358578	0.109872
0.0390435	0.00862155	0.00616926	-0.34465	0.936929	-0.0581401	0.923601	0.349519	0.15747	-0.16786	-0.000573973	0.985811
0.0349037	0.0144402	0.00160281	-0.280074	0.400002	0.872672	0.869043	0.49184	0.0534669	-0.407828	0.773364	-0.48537
0.0546414	0.00220307	0.00139715	-0.259015	0.705767	0.659397	0.957652	0.276538	0.0801862	0.125756	-0.652242	0.747506
0.0138737	0.0089121	0.00485804	0.452089	0.864946	-0.217908	0.629088	-0.135995	0.765346	0.632348	-0.483088	-0.605609
0.00637732	0.00425675	0.00385044	-0.120388	0.468141	0.875415	-0.12395	0.867839	-0.481136	0.984958	0.166431	0.0464517
0.0747956	0.0301554	0.0135671	0.718334	0.474123	0.50912	-0.12937	-0.628012	0.767375	-0.683564	0.617096	0.389785
0.00779948	0.00343794	0.00280058	0.547537	0.768615	-0.33081	-0.387264	0.583208	0.71407	0.741775	-0.262869	0.616984
0.0358013	0.0137995	0.00594321	0.092756	-0.471684	0.876875	0.784843	0.576572	0.227126	0.612714	-0.667142	-0.423678
0.00774422	0.00501303	0.00162229	0.534412	0.787956	-0.305827	0.832451	-0.553339	0.0289874	0.146385	0.270077	0.951646
0.0322572	0.0219127	0.00644736	0.605569	0.774366	-0.183424	0.787644	-0.550328	0.277049	-0.113594	0.312245	0.943186
0.0232328	0.0078767	0.00332173	-0.0116903	0.642328	0.766341	0.0386528	0.766111	-0.641545	0.999184	-0.0221214	0.0337838
0.0841637	0.0117393	0.00928068	-0.57774	0.816162	-0.00980904	0.654626	0.470504	0.591684	-0.487525	-0.335418	0.80611
0.0197785	0.00511325	0.00139891	0.509322	0.818904	0.264549	0.817507	-0.364372	-0.445999	0.268836	-0.443428	0.855043
0.0233809	0.0153723	0.00818062	0.779361	-0.306715	0.546372	0.255292	0.951776	0.170139	-0.572208	0.00688476	0.82008
0.0352687	0.0127302	0.00930897	-0.37069	-0.457281	0.808383	0.811124	0.264575	0.52161	-0.4524	0.849055	0.272836
0.115379	0.0338196	0.0183071	-0.205067	-0.064209	0.97664	0.604911	0.776134	0.178041	-0.769435	0.62729	-0.120318
0.0248225	0.0155901	0.00803675	0.733928	0.571719	0.366726	0.0336264	-0.569837	0.821069	-0.678395	0.590274	0.437444
0.00625031	0.00373703	0.00277523	-0.273255	0.958218	0.084556	-0.601435	-0.238788	0.762402	0.750738	0.157475	0.641555
0.0162663	0.00734769	0.00124315	-0.403876	0.540323	0.738198	0.875094	0.463381	0.139602	0.266636	-0.702374	0.659981
0.00489473	0.00344647	0.00266609	0.603333	0.780192	0.165195	0.696683	-0.414829	-0.585278	0.388102	-0.468206	0.793826
0.0360506	0.0247472	0.0113201	-0.545358	-0.374737	0.749771	0.649852	-0.753995	0.0958327	0.529412	0.539504	0.654721
0.00890121	0.00537778	0.00490739	-0.0345751	0.794117	0.606781	-0.372819	-0.573565	0.729403	0.92726	-0.201001	0.315893
0.0237831	0.0100016	0.00097653	0.649199	-0.262079	-0.714042	0.499926	0.854532	0.140884	0.573249	-0.44843	0.685781
0.0175031	0.00904313	0.00310601	0.815375	0.276536	-0.508617	-0.478187	0.816933	-0.322425	0.326344	0.506111	0.798343
0.0278402	0.0172242	0.00952904	0.600635	0.715246	-0.357297	0.744372	-0.663358	-0.0765992	0.291803	0.219954	0.930844
0.0111516	0.0051836	0.00335349	0.610277	0.727621	-0.313257	0.546588	-0.100526	0.831346	0.573414	-0.678574	-0.459058
0.0485477	0.00932457	0.006973	0.886715	-0.401812	0.228657	0.398177	0.915078	0.0639397	-0.234931	0.0343495	0.971405
0.335864	0.0210682	0.00523453	-0.570334	0.600137	0.560852	0.708238	0.70514	-0.0343191	0.416075	-0.377643	0.827204
0.0943079	0.0277297	0.00987321	0.655277	-0.483989	-0.579971	0.553243	0.830258	-0.0677761	0.514329	-0.276453	0.811813
0.0950341	0.0399225	0.0304804	-0.256595	0.856825	0.447225	0.229418	-0.395499	0.889353	0.938896	0.330805	-0.0950882
0.00478784	0.00376157	0.00351648	0.299617	0.0898062	0.949823	0.539203	0.805374	-0.246237	0.787077	-0.585925	-0.19288
0.0714297	0.0158329	0.0107376	0.47893	0.721357	-0.50027	0.838111	-0.206207	0.505023	0.261142	-0.661153	-0.703336
0.0180129	0.00456649	0.0032906	0.149739	0.987007	-0.058267	0.112412	0.0415545	0.992792	0.982314	-0.15521	-0.104729
0.00930725	0.00701383	0.00228842	-0.262173	0.952363	0.155789	-0.179635	-0.206776	0.961756	0.948154	0.224162	0.225289
0.0362873	0.00571721	0.000857676	0.493102	0.668138	0.557174	-0.757689	0.015109	0.652441	0.427502	-0.743884	0.513691
0.0180823	0.00489541	0.00408256	0.313169	0.720948	-0.61819	-0.42087	0.68888	0.59018	0.851348	0.0753519	0.519161
0.0197611	0.00888953	0.00387372	-0.587337	0.797811	0.136138	-0.165807	-0.283252	0.944604	0.792176	0.532228	0.298647
0.00923651	0.00676872	0.00446712	0.779176	0.0915411	-0.620084	0.626727	-0.129373	0.768425	0.00987973	0.987362	0.158176
0.0131402	0.0104641	0.0078263	0.750047	0.477897	0.457213	-0.652754	0.646203	0.395391	-0.106496	-0.595009	0.796632
0.0206636	0.00771622	0.00130969	0.0152323	0.775701	0.630916	-0.917751	-0.2396	0.316742	0.396865	-0.583849	0.708251
0.00579638	0.00407439	0.00238342	0.490477	0.850392	0.190436	-0.440442	0.053338	0.896195	0.75196	-0.523439	0.400709
0.0352234	0.0143082	0.00145225	0.901711	0.101727	-0.420201	0.209839	0.746791	0.631087	-0.378001	0.657233	-0.652043
0.0185674	0.0114997	0.00947326	-0.245163	-0.599829	0.761643	0.967455	-0.202138	0.152218	0.062652	0.774174	0.629865
0.381346	0.0271718	0.0134291	0.881589	0.450168	0.141951	-0.319372	0.79032	-0.522872	-0.347567	0.415623	0.840508
0.0164052	0.0113724	0.000776679	0.250407	0.330878	0.909844	0.74547	0.533725	-0.399265	-0.617714	0.77824	-0.113012
0.00594423	0.00464554	0.00401956	0.86144	0.0972255	0.498466	-0.301261	0.887994	0.347431	-0.408856	-0.449459	0.794244
0.061886	0.0115738	0.00598515	-0.0521038	-0.261854	0.9637	0.463435	0.848468	0.255599	0.884598	-0.45993	-0.0771437
0.024728	0.00407201	0.00158783	0.440615	0.795754	0.415491	-0.761757	0.0865506	0.642056	0.474957	-0.599403	0.644307
0.0501333	0.0108849	0.00762708	0.144085	0.793652	0.591063	0.989421	-0.10535	-0.0997342	0.0168855	-0.599181	0.800436
0.0324907	0.0163574	0.00328725	0.759672	-0.461661	-0.458003	0.238453	-0.457483	0.85665	0.605011	0.759986	0.237452
0.00894955	0.00771131	0.00617759	-0.259612	0.697778	0.667613	-0.243326	-0.716276	0.654019	0.934556	0.00734334	0.355741
0.0314336	0.0076266	0.00429719	-0.168977	0.93142	-0.322342	0.375029	0.363204	0.852898	0.911482	0.0232323	-0.410683
0.0111683	0.00441848	0.00215034	0.824284	0.510416	0.245015	-0.565821	0.757976	0.324528	-0.0200712	-0.406138	0.913591
0.0349893	0.0248549	0.0107342	0.842119	-0.412885	0.346932	0.534659	0.723338	-0.436947	-0.0705405	0.553451	0.829889
0.164616	0.0555127	0.0215989	0.00505634	0.752307	0.658793	-0.903186	-0.279339	0.325922	0.42922	-0.596661	0.67806
0.0126675	0.0102513	0.00223109	0.687336	0.630019	0.361449	0.262653	-0.679544	0.685006	0.677187	-0.375894	-0.632551
0.00578081	0.00414193	0.00384225	0.238903	-0.614123	0.752182	-0.761227	0.362475	0.537721	0.602875	0.701045	0.380891
0.029538	0.00904408	0.00784374	0.783446	0.621367	-0.0107462	-0.621403	0.783491	0	0.00841952	0.00667769	0.999942
0.0383987	0.0128881	0.000717293	-0.0785131	0.652969	0.753304	0.920508	0.337603	-0.196697	0.382755	-0.677979	0.627569
0.157125	0.031593	0.00837625	0.378726	0.901717	0.208501	-0.173744	-0.152008	0.972988	0.909054	-0.404721	0.099099
0.0744	0.0444808	0.0103077	0.506223	-0.254469	0.824005	0.789101	0.522159	-0.323527	-0.347934	0.814	0.465131
0.00985804	0.00370754	0.00268464	0.0551753	0.991216	0.120191	0.54324	-0.1308	0.829326	0.837762	0.0195343	-0.545685
0.0121618	0.00634107	0.00284305	0.608286	-0.694701	0.383899	0.764984	0.384166	-0.51693	0.211631	0.608118	0.765118
0.0170065	0.00650056	0.00283691	0.826588	-0.346311	0.443644	0.55972	0.588276	-0.583647	-0.058862	0.730753	0.6801
0.00727771	0.00533712	0.00412031	0.7738	0.00614333	0.6334	-0.596338	-0.330094	0.731723	-0.213577	0.943928	0.251763
0.327152	0.0478412	0.0207441	0.971353	0.14466	0.188536	-0.0414375	-0.67811	0.733791	-0.233999	0.720583	0.65269
0.0287408	0.00706242	0.00324907	0.74059	-0.295169	-0.603657	0.156643	0.949442	-0.272071	0.653444	0.106935	0.749383
0.0187806	0.00785563	0.00757545	-0.112276	0.908086	-0.403453	0.844086	-0.127081	-0.520931	0.524321	0.399037	0.752234
0.0178848	0.00493439	0.00465997	-0.49642	0.863596	0.0881399	0.0439254	-0.0764147	0.996108	0.866971	0.498359	0
0.0277559	0.00885312	0.00172607	-0.30837	0.659417	0.685622	0.845179	0.520687	-0.120652	0.436555	-0.542268	0.71789
0.0161084	0.0100593	0.00593722	-0.487618	0.0632955	0.87076	0.872871	0.0559164	0.484736	-0.0180081	0.996427	-0.0825146
0.391041	0.0643433	0.0461162	-0.693126	0.692308	0.200711	-0.353367	-0.569048	0.742506	0.628258	0.443726	0.639061
0.0153496	0.00566784	0.0040913	0.266717	0.747291	-0.60862	0.840483	-0.489389	-0.232566	0.471647	0.449505	0.758613
0.0207518	0.014224	0.00640075	0.768822	-0.625904	0.130985	0.568002	0.57433	-0.589507	0.293746	0.527626	0.797072
0.0914472	0.0363259	0.0271914	0.980163	0.132571	0.147326	-0.146637	0.985172	0.0890701	-0.133333	-0.108907	0.985069
0.030003	0.00537098	0.00174617	0.998799	-0.0330467	-0.0361717	0.0316456	0.998752	-0.0386456	0.0374036	0.0374545	0.998598
0.0473669	0.0139565	0.00273858	0.369885	0.707111	-0.602644	0.894819	-0.445653	0.0263076	0.249968	0.548988	0.797576
0.112373	0.0825133	0.0032801	0.479403	0.823822	0.302473	-0.74376	0.198453	0.638308	0.465826	-0.530974	0.707865
0.0373215	0.0130881	0.000723707	-0.0958928	0.878114	0.468743	0.927501	0.249759	-0.27814	0.361311	-0.408088	0.838402
0.0135054	0.0107712	0.00160779	0.378275	0.720982	0.580597	-0.846462	0.0155176	0.532224	-0.374714	0.69278	-0.616154
0.00852713	0.00592936	0.00236125	0.47103	0.799787	-0.372119	-0.4225	0.574861	0.700734	0.774354	-0.172846	0.608687
0.0761079	0.0396058	0.00105172	0.912517	-0.224405	-0.341986	0.395363	0.698259	0.596759	0.104879	-0.679762	0.725895
0.0476434	0.00525642	0.000853183	0.6515	-0.420086	-0.631724	0.729364	0.575951	0.3692	0.208746	-0.70129	0.681628
0.0340583	0.00440087	0.0019269	0.610148	-0.447229	-0.653992	0.669575	0.732341	0.12388	0.423543	-0.513482	0.746289
0.00488718	0.0043172	0.00310573	0.413927	0.77718	-0.473978	-0.184001	0.581361	0.792567	0.89152	-0.240853	0.383643
0.0339627	0.0184781	0.00282529	0.718432	-0.622858	0.309682	-0.611132	-0.352557	0.708676	0.332224	0.698392	0.633937
0.0211701	0.00274914	0.00238659	0.624139	0.78007	-0.0440547	0.027523	0.0343991	0.999029	0.780829	-0.624745	0
